MOLLAND-GREEN-COT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS806284,Long,-3.7032,Lat,51.0426,Elevation,674,ft,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,9.71,3.29,4.28,3.43,6.39,2.4,6.13,8.27,2.36,6.78,3.97,2.26,7.53,6.37,8.62,6.13,4.9,5.94,6.67,5.07,8.14,7.76,9.52,2.02,7.2,5.85,5.56,2.94,4.51,,,,,,
February,,,,,,,5.99,2.49,4.04,0.77,7.97,4.54,3.41,1.77,4.06,6.45,10.06,2.09,4.03,4.61,2.48,0.15,5.87,10.7,0.68,7.04,3.75,4.56,6.39,1.93,1.66,5.73,0.03,4.37,0.53,,,,,,
March,,,,,,,4.62,2.18,3.66,5.36,1.16,2.88,7.98,6.69,9.65,1.39,4.6,3.63,2.17,6.34,4.87,5.23,4.42,1.91,1.88,1.54,1.38,5.97,4.4,0.46,2.88,1.33,3.25,3.91,,,,,,,
April,,,,,,,1.57,6.48,3.19,3.68,3.57,2.65,0.63,5.38,2.06,2.51,2.9,3.27,3.1,3.76,6.29,1.71,4.9,3.31,4.59,4.17,2.3,2.93,2.44,0.85,4.16,4.68,3.85,1.77,,,,,,,
May,,,,,,,4.3,,2.26,2.41,3.99,1.77,2.32,3.49,2.82,2.44,3.73,1.78,1.38,1.46,4.19,2.22,2.07,2.74,4.08,4.93,2.71,1.42,1.07,3.77,3.27,3.08,3.54,2.76,,,,,,,
June,,,,,,,2.05,5.02,1.15,,3.45,4.79,7.8,3.15,3.14,2.01,3.4,7,2.27,1.49,2.95,0.64,1.77,0.86,4.1,0.19,3.45,4.1,3.14,3.8,1.2,4.58,1.09,1.81,,,,,,,
July,,,,,,,1.63,2.67,3.61,4.02,4.4,0.32,3.01,1.02,5.49,5.63,1.54,2.98,7.27,2.31,7.27,1.47,4.31,3.49,6.47,4.65,2.7,5.55,2.65,3.68,4.31,5.99,6.21,3.06,,,,,,,
August,,,,,,,4.95,4.84,5.53,2.75,7.67,2.05,13.23,2.39,4.71,2.84,4.78,10.06,5.9,3.34,2.9,3.08,4.96,4.12,8.18,5.35,4.34,6.2,3.06,5.75,6,4.76,1.78,1.74,,,,,,,
September,,,,,,,1.7,1.01,3.95,3.45,0.29,2.79,1.33,3.02,3.51,1.94,3.48,2.57,11.06,2.99,3.61,2.64,4.81,4.66,6.56,5.56,4.02,8.98,1.18,2.47,7.26,3.36,7.01,1.64,,,,,,,
October,,,,,,,6.21,7.26,3.1,9.26,8.67,4.76,6.75,3.73,4,5.26,8.48,10.55,2.78,3.03,4.76,2.48,2.32,9.51,6.22,4.94,4.58,4.14,8.54,9.4,8.15,1.64,10.64,5.6,,,,,,,
November,,,,,,,6.99,3.18,3.07,3.22,8.53,6.39,3.75,6.04,5.14,3.19,5.75,4.97,4.87,6.13,3.46,3.87,2.81,5.54,4.88,3.27,9.74,4.89,7.23,11.86,7.17,7.6,3.59,1.87,,,,,,,
December,,,,,,,5.6,6.53,5.84,6.26,7.74,10.17,7.9,5.62,7.65,10.56,5.1,1.79,10.45,11.29,4.91,4.94,7.68,6.87,5.77,6.28,0.85,4.07,6.2,9.74,6.51,3.17,3.06,1.17,,,,,,,
Total,,,,,,,55.32,,43.68,,63.83,45.51,64.24,50.57,54.59,51,57.79,52.95,62.81,53.12,56.31,34.56,50.82,59.65,60.08,52.99,47.96,60.57,55.82,55.73,59.77,51.77,49.61,32.64,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Cottage found on 1972 OS map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907 May says corrected by surrounding stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909 July says corrected by surrounding stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
