SANDY-SEWAGE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL164502,Long,-0.300632,Lat,52.137845,Elevation,72,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.65,2.47,1.1,1.83,1.28,1.5,0.75,0.88,0.98,2.95,2.44,2.45,2.84,1.84,1.82,1.79,2.96,1.12,1.53,0.88,1.17,3.24,0.84,0.87,1.78,1.09,0.73,0.6,1.93,,0.86,2.02,2.6,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.53,0.97,0.59,0.3,2.37,0.14,1.26,0.44,1.8,1.7,3.1,0.34,0.43,1.96,1.31,0.45,0.52,0.9,1.12,1.39,1.41,0.49,0.71,2.63,2.67,0.47,1.31,1.65,1.5,,2.07,1.91,0.06,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.69,0.77,0.04,1.53,0.2,1.43,,1.2,0.5,0.94,2.42,0.21,1.34,2.08,2.88,1.01,0.61,0.05,0.4,1.17,4.61,0.47,0.99,0.4,2.48,2.47,0.44,0.88,1.32,,1.41,1.22,1.94,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.63,1.05,1.24,1.33,3.06,2.15,0.53,0.88,2.87,1.31,2.06,0.09,2.54,1.21,0.74,0.87,0.56,1.9,0.42,1.21,1.29,1.66,1.22,1.82,2.55,0.9,1.48,0.3,0.5,,0.22,0.61,1.26,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,0.67,1.27,1.77,2.32,2.77,4.09,1.51,0.6,0.82,0.64,3.51,1.87,1.16,0.8,1.67,2.47,1.6,1.09,1.64,2.13,0.73,2.88,2.45,2.96,1.78,2.6,1.28,2.3,3.59,,1.1,1.53,0.51,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,2.56,2.25,1.13,0.3,1.13,0.47,2.34,0.84,1.99,4.71,1.33,0.59,1.95,0.62,1.07,0.62,2.07,1.03,1.43,2.17,1.4,2.87,0.55,1.14,1.33,2.23,1.96,2.65,2.82,,1.12,5.08,0.41,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,1.83,2.23,1.06,2.72,3.83,1.96,0.94,1.13,0.61,4.96,1.48,0.94,2.96,3.25,1.91,2.47,0.51,1.28,1.63,1.63,1.54,0.68,1.19,4.93,0.85,0.43,2.16,2.33,0.18,,2.61,2.72,2.56,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.82,1.75,0.5,1.94,4.1,4.34,0.96,2.28,1.62,0.29,2.47,3.17,4.79,0.14,3.28,2.01,1.33,1.72,1.41,2.83,0.05,3.39,0.88,2.25,4.02,3.28,2.44,3.68,0.59,,2.18,2.51,0.73,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,4.07,0.85,0.17,2.66,1.77,1.65,1.84,1.58,3.81,2.44,2.8,1.31,0.8,0.39,0.51,1.03,1.01,1.92,2.24,2.59,1.01,2.03,0.36,2.37,1.71,2,0.74,1.66,2.19,,3.01,2.4,0.06,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.2,2.39,2.93,0.75,0.23,3.58,0.99,1.26,2.31,1.37,2.23,2.32,3.14,1.48,2.2,2.28,1.66,2.65,2.86,1.71,0.23,2.11,2.54,0.51,0.91,1.9,2.11,1.75,1.08,,1.58,1.91,1.4,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,1.96,1.63,4.17,3.17,2.12,1.21,1.57,1.43,4.14,2.4,1.77,1.74,2.81,6.19,1.89,1.81,0.94,2.72,0.41,3.82,1.27,1.16,2.28,3.4,3.4,2.28,1.26,3.65,,,1.32,1.75,1.34,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,2.35,2.12,3.19,1.94,0.51,0.38,0.31,3.21,1.75,1.5,2.39,2.49,1.18,1.32,0.72,1.48,0.84,0.62,2.16,1.55,2.18,0.62,1.1,1.12,1.15,1.79,0.44,1.69,2.07,,1.84,2.32,2.55,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,25.96,19.75,17.89,20.79,23.37,22.9,,15.73,23.2,25.21,28,17.52,25.94,21.28,20,18.29,14.61,17,17.25,23.08,16.89,21.6,15.11,24.4,24.63,21.44,16.35,23.14,,,19.32,25.98,15.42,26.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933 March estimated so value removed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 Feb part est for snow but value kept.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955 Nov estimated so value removed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
