"GAINSBOROUGH NORTH SANDSFIELD",,,,,,,,,,,,
Grid ref,SK813912,Long,-0.778381,Lat,53.411358,,,,,,,
Station no,RR4254,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,1.50,0.64,2.44,0.65,0.62,0.85,,
February,,,,,2.33,0.48,2.22,1.18,2.03,0.47,,
March,,,,,1.70,1.93,1.29,1.08,2.70,2.65,,
April,,,,,1.15,1.69,0.73,1.92,1.99,1.93,,
May,,,,,2.22,0.49,1.82,3.09,1.71,1.06,,
June,,,,,0.34,1.43,1.50,2.40,1.31,2.51,,
July,,,,,3.13,0.65,0.68,1.62,2.91,3.85,,
August,,,,,2.99,3.04,1.31,1.54,2.18,2.83,,
September,,,,,1.40,1.24,0.74,0.62,1.30,1.47,,
October,,,,,0.44,1.30,4.34,3.98,0.83,2.40,,
November,,,,,0.78,2.17,1.92,1.71,0.80,0.31,,
December,,,,,1.36,0.46,1.77,2.13,1.17,3.68,,
Total,,,,,19.34,15.52,20.76,21.92,19.55,24.01,,
Calc annual,0.00,0.00,0.00,0.00,19.34,15.52,20.76,21.92,19.55,24.01,,
Difference,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,0.00,0.00,,
