STAPLEHURST (IDEN MANOR),,,,,,,,,,,,
Grid ref,TQ787418,Long,0.553524,Lat,51.147565,,,,,,,
Station no,333/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.46,,
February,,,,,,,,,,1.95,,
March,,,,,,,,,,1.81,,
April,,,,,,,,,2.56,0.81,,
May,,,,,,,,,0.97,2.48,,
June,,,,,,,,,0.88,1.11,,
July,,,,,,,,,1.80,2.99,,
August,,,,,,,,,0.84,5.11,,
September,,,,,,,,,0.12,3.83,,
October,,,,,,,,,2.60,6.97,,
November,,,,,,,,,4.09,6.20,,
December,,,,,,,,,6.12,3.84,,
Total,,,,,,,,,,39.56,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.98,39.56,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
