"GRAINSBY HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2570,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.53,2.71,3.05,1.64,1.97,1.77,3.01,1.52,4.18,1.76,2.78,
February,2.46,0.41,2.73,3.62,1.27,2.42,1.27,1.72,2.01,0.70,1.12,
March,2.21,1.27,2.22,1.63,0.73,1.44,0.59,1.72,1.95,0.23,1.92,
April,4.29,1.32,1.59,1.45,1.64,2.45,2.29,1.96,1.22,0.72,2.94,
May,5.22,2.09,0.84,2.99,2.65,2.95,2.88,1.19,1.31,1.31,1.65,
June,1.04,0.34,1.57,0.84,1.66,0.16,3.16,3.15,2.29,1.05,2.53,
July,2.88,0.50,4.68,3.35,2.79,0.66,2.54,2.56,0.78,1.40,5.32,
August,1.27,2.59,2.53,3.30,1.81,0.91,2.07,4.36,2.75,1.64,3.46,
September,1.27,0.55,2.92,2.54,3.26,2.67,0.83,3.97,0.49,0.75,3.46,
October,1.60,1.29,1.73,2.11,4.54,2.53,2.78,1.82,3.86,3.18,1.90,
November,0.89,1.70,1.60,3.84,1.66,2.43,3.11,3.36,2.99,4.05,3.38,
December,2.82,2.03,2.62,2.76,1.81,2.21,0.81,2.77,1.60,4.99,1.95,
Total,28.48,16.80,28.08,30.07,25.79,22.60,25.34,30.10,25.43,21.78,32.41,
Calc annual,28.48,16.80,28.08,30.07,25.79,22.60,25.34,30.10,25.43,21.78,32.41,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
