"ARDINGLY SAKEHURST PLACE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,519,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,,,,,,,2.14,1.62,3.86,6.04,,
February,,,,,,,5.30,1.25,1.77,2.84,,
March,,,,,,,4.86,2.15,1.23,4.82,,
April,,,,,,,1.75,2.34,3.79,2.54,,
May,,,,,,,2.70,1.86,1.10,0.67,,
June,,,,,,,2.69,2.44,1.45,1.01,,
July,,,,,,,1.01,3.08,7.19,2.22,,
August,,,,,,,3.52,7.92,1.15,3.34,,
September,,,,,,,1.91,2.93,6.46,1.43,,
October,,,,,,,6.18,5.39,2.13,0.78,,
November,,,,,,,6.12,1.88,2.46,2.59,,
December,,,,,,,4.28,2.91,2.97,6.12,,
Total,,,,,,,42.46,35.77,35.56,34.40,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,42.46,35.77,35.56,34.40,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
