"GLOUCESTER BIRDLIP HILL, THE KNAP",,,,,,,,,,,,
Grid ref,SO924148,Long,-2.111694,Lat,51.831760,,,,,,,
Station no,RR4154,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.53,1.27,1.08,3.32,3.53,0.97,4.87,1.07,,,,
February,7.58,1.58,1.34,1.44,4.74,0.77,1.82,1.33,,,,
March,1.14,2.44,1.64,3.52,1.70,4.14,1.35,0.57,,,,
April,0.95,2.77,2.28,2.40,1.05,2.99,0.50,3.36,,,,
May,2.69,1.32,2.32,4.24,2.39,0.39,2.17,2.54,,,,
June,2.03,2.26,2.82,4.44,1.17,5.30,3.19,2.97,,,,
July,2.30,2.59,1.07,3.93,2.49,0.88,1.28,3.63,,,,
August,3.38,1.81,2.74,3.55,2.16,5.11,1.03,1.75,,,,
September,0.53,2.27,1.98,2.28,2.90,1.39,0.65,0.49,,,,
October,3.44,1.16,2.63,6.89,0.53,1.40,5.10,7.03,,,,
November,2.55,1.30,2.78,1.97,1.53,3.77,3.24,2.15,,,,
December,6.31,5.29,2.13,1.85,2.01,0.72,1.73,4.41,,,,
Total,36.43,26.06,24.81,39.83,26.20,27.83,26.93,31.30,,,,
Calc annual,36.43,26.06,24.81,39.83,26.20,27.83,26.93,31.30,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,NaN,NaN,,
