MEASAND BECK (KEASGILL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY461151,Long,-2.834357,Lat,54.528299,Elevation,1800,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,4.88,8.23,9.87,6.69,6.12,6.45,5.64,7.74,5.54,10.85,1.1,9.56,3.6,11.47,17,15.06,3.63,12.41,12.58,13.9,14.18,2.76,2.1,8.78,18.4,,6.9,12.5,11.59,17.35,5.55,5.59,7.98,8,3.93,7.3,8.25,5.8,17,10.55,8.5,12.7
February,,,,,,,,,,1.46,6.14,0.34,8.25,9.04,1.2,6.72,5.62,4.12,4.07,1.55,0.55,2.93,0.27,7.32,0.62,13.6,4.25,9.58,4.66,11.03,2.85,8.06,2.55,6.6,2.5,7.85,5.35,,6.62,6.56,10.01,,1.8,2.88,,3.45,1.5,10.08,9.55,2.62,12.35
March,,,,,,,,,,4.11,10.06,8.38,4.64,3.41,1.46,2.15,1.67,5.45,8.3,0.73,4.54,0.56,6.3,7.95,6.25,2.97,6.7,4.83,5.33,8.15,9.5,3.4,6.5,3.15,1.41,4.88,5.47,,8.15,2.27,6.43,,5.25,1.4,,3.5,3.4,8.28,2.55,8.3,2.65
April,,,,,,,,,,2.45,6.26,1.27,5.15,4.85,3.23,5.65,3.76,2.82,2.12,1.97,2.77,3,8.68,3.91,6.25,6.84,2.46,6.36,0.66,3.39,3.02,4.05,6.53,5.45,4.2,4.02,2.5,13.5,5,8.08,4.75,,6.27,6.35,1.28,2.6,1.8,1.5,3.75,9.25,8.65
May,,,,,,,,,,1.82,9.15,3.78,2.88,4.55,8.07,5.47,3.06,3.02,1.59,4.32,2.63,4.78,6.3,4.09,7.05,0.65,2.15,3.6,6.95,1.4,2.43,4.75,9.2,8.25,2.84,5.88,2.24,4.68,3.36,4.87,3.23,2.95,4.5,5,7.2,8.8,4.7,4.65,7.4,2.35,3.78
June,,,,,,,,,,3.17,2.53,0.31,3.29,1.46,2.88,0.18,7.43,4.3,7.42,1.85,2.68,7.23,5.25,3.3,4.08,8.27,5.5,2.75,10.7,7.22,1.37,0.24,1.21,5.24,5.12,5.65,7.07,5.36,10.5,1.48,2.65,3.1,5.25,5,6.43,4.55,5.45,1.75,7,8.15,6.8
July,,,,,,,,,,0.68,8.36,2.39,6.24,2.35,6.25,2.04,4.66,6.2,4.15,7.12,5.42,5.28,9.53,7.12,2.33,3.15,9.83,4,11.6,11.26,8.65,2.37,4.92,5.12,5.02,4.95,6.35,5.13,4.48,3.8,7.93,4.75,3.95,11.3,5.53,3.25,7.6,6.4,6.72,6.45,8.16
August,,,,,,,,,,4.68,4.62,5.46,5.49,11.26,4.62,5.74,5,9.39,8.85,6.2,11.18,5.9,2.05,5.11,8.29,4.05,3.87,4,4.35,4.27,2.78,11.54,11.8,11.24,5.45,2.85,9.53,0.24,11.25,4.8,11.94,9.1,8.96,8.6,9.37,3.1,13.85,10,5.35,1.77,5.24
September,,,,,,,,,,4.42,2.73,2.95,5.4,6.97,10.01,5.95,5.11,7.6,2.67,2.37,4.89,3,8.45,3.25,13.35,14.17,10.3,6.73,4.37,3.15,7.68,2.12,11.35,9.6,8.55,8.85,14.68,8.8,9.2,,,18,8.3,11.35,15.5,4.75,7.45,9.45,11.3,1.5,5.42
October,,,,,,,,,13.46,2.77,4.36,2.53,2.55,15.38,6.26,7.62,4.24,6.83,12.86,7.62,11,3.49,14.35,6.92,13.45,12.75,7.67,5.6,21,5.1,12.36,7.5,8.15,10.65,9.2,10.4,1.75,1.95,5.58,11.6,,1.35,13.4,6.3,18.8,6.25,6.28,11.05,8.72,10.22,7.2
