"HOLTON PARK",,,,,,,,,,,,
Grid ref,SP599062,Long,-1.133684,Lat,51.751300,,,,,,,
Station no,1087/2,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.31,1.02,0.66,,,,,,,,,
February,3.41,0.88,0.92,,,,,,,,,
March,0.44,1.40,1.22,,,,,,,,,
April,0.88,2.27,1.01,,,,,,,,,
May,1.24,1.39,1.50,,,,,,,,,
June,2.07,1.47,1.72,,,,,,,,,
July,1.44,2.57,0.81,,,,,,,,,
August,2.97,2.11,2.72,,,,,,,,,
September,0.49,2.20,1.60,,,,,,,,,
October,2.03,1.29,1.58,,,,,,,,,
November,1.78,0.47,1.71,,,,,,,,,
December,2.98,2.97,1.33,,,,,,,,,
Total,22.04,20.04,16.78,,,,,,,,,
Calc annual,22.04,20.04,16.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
