"GLEN GAIRN (GAIRN SHIEL LODGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5636,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,6.04,3.90,3.07,2.74,5.56,1.87,3.37,4.28,2.29,1.90,,
February,6.45,2.07,2.66,2.13,2.45,2.35,2.75,2.56,0.97,3.02,,
March,1.67,1.70,1.00,1.14,1.11,2.78,4.39,1.36,1.75,1.81,,
April,2.45,1.85,1.64,1.34,1.81,0.93,4.37,1.63,2.56,3.75,,
May,2.51,2.86,3.38,3.05,4.70,2.85,3.46,3.54,1.98,0.87,,
June,0.27,1.55,1.52,2.63,2.78,2.34,2.43,5.71,1.61,0.79,,
July,3.54,1.72,1.54,2.60,2.05,5.10,2.75,2.73,2.16,2.90,,
August,4.26,2.28,3.72,1.84,2.95,4.47,0.25,6.57,3.16,2.32,,
September,1.34,3.76,2.95,4.85,3.03,6.05,2.73,1.89,1.58,6.12,,
October,5.21,5.20,3.15,4.81,4.71,0.30,2.08,2.47,2.73,1.32,,
November,5.04,0.78,3.62,5.01,1.41,5.81,3.75,0.90,2.82,3.87,,
December,1.79,2.22,0.86,3.62,7.11,3.32,2.45,4.15,2.76,2.40,,
Total,40.57,29.89,29.11,35.76,39.67,38.17,34.78,37.79,26.37,31.07,,
Calc annual,40.57,29.89,29.11,35.76,39.67,38.17,34.78,37.79,26.37,31.07,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
