WELLINGBOROUGH-SEWAGE-WORKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP911673,Long,-0.665583,Lat,52.296284,Elevation,139,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.8,1.83,2.45,3.9,2.13,2.18,3.27,1.04,2.2,0.86,3.01,1.92,3.07,1.13,2.35,1.14,0.95,1,1.16,0.84,3.07,3.01,2.3,4.4,2.58,3.19,2.37,3.2,1.26,1.57,1.05,1.35,3.28,0.72,0.63,2.25,1.29,0.76,0.66,1.84,3.84,1.15,2.47,3.46,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.6,0.71,1,2.58,0.81,0.32,1.92,3.55,0.58,2.1,2.93,2.48,1.43,0.75,0.87,2.31,0.15,2.03,0.49,2.13,1.87,2.65,0.6,0.65,1.95,2,0.66,0.65,1.14,1.13,1.99,1.36,0.63,0.74,2.92,2.74,0.58,1.19,1.89,1.85,1.03,2.04,3.08,0.07,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,4,1.43,0.58,4.03,1.93,0.71,1.58,1.74,0.64,0.75,0.65,2,1.31,0.05,1.36,0.1,1.55,2.17,1.5,0.4,1.18,3.16,0.09,1.47,1.9,3.02,1.34,0.76,0.08,0.48,1.07,4.85,0.63,1.09,0.68,2.95,2.39,0.53,1.87,2.16,0.77,1.75,1.54,2.49,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1,1.3,2.86,1.91,3.74,0.92,3.04,1.54,3.07,1.9,2.83,1.34,1.19,1.49,2.19,2.96,3.08,0.52,1.31,3.01,1.72,2.44,0.04,1.93,2.06,1.04,0.84,0.83,1.66,0.71,1.05,1.43,1.34,1.04,1.56,2.28,1.89,1.72,0.19,0.58,1.04,0.33,0.72,1.84,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2,2.5,2.11,1.09,1.27,0.95,1.11,1.25,4.48,3.25,3.75,0.7,0.9,0.76,2.66,2.77,4.3,0.95,0.73,1.02,1.25,3.74,1.62,0.79,1.17,2.32,3.07,1.39,0.75,1.93,2.44,1,2.3,2.48,2.96,3.36,3.29,1.5,2.3,3.44,0.42,1.94,2.1,0.41,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.8,1.89,0.4,0.8,1.9,0.32,1.01,0.46,1.83,0.02,2.12,3.01,2.1,1.09,0.71,1.36,0.48,1.84,0.82,2.66,4.11,1.83,1.35,1.77,0.53,1.69,0.17,1.59,2.19,1.46,2.31,1.15,2.5,0.63,2.3,0.81,1.07,1.21,2.09,1.87,2.96,2.34,5.61,0.6,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.8,1.89,2.79,2.22,2.64,0.16,3.49,2.69,3.33,2.01,1.48,2.41,2.59,1.65,2.9,2.85,3.55,2.07,0.98,0.74,7.29,1.66,1.33,2.29,2.35,2.07,1.97,0.7,1.33,1.43,1.41,1.61,0.91,1.25,2.76,0.68,0.3,2.56,2.42,0.14,4.49,3.17,2.12,2.79,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,4,6.47,0.78,2.23,0.81,2.09,5.11,1.66,1.91,1.67,1.07,4.07,1.74,0.69,2.12,3.49,2.79,0.84,1.36,1.95,0.34,1.67,3.53,4.2,0.14,4.27,1.91,1.77,2.35,1.34,3.21,0,2.26,0.57,1.28,3.9,2.92,2.36,3.18,0.57,3.98,2.34,3.27,0.61,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,0.5,1.81,5.05,1.55,2.28,1,2.06,2.66,2.39,2.62,1.83,4.25,0.89,0.23,3.51,2.45,2.83,1.43,1.34,4.11,1.99,1.07,1.61,0.67,0.39,0.58,0.97,1.34,2.29,2.51,2.93,1.05,1.9,1.5,2.76,1.39,2.06,0.97,1.85,1.44,1.65,4.16,2.04,0.01,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,2.4,2.78,1.54,1.42,1.32,1.54,0.76,2.78,3.92,3.42,2.22,1.6,3.05,2.6,0.9,0.39,2.47,1.54,1.17,2.64,1.49,2.59,2.34,4.22,2.04,2.03,1.92,1.63,2.83,3.26,1.31,0.33,3.13,3.7,0.54,0.63,2.2,1.09,1.82,1.79,1.38,1.69,1.95,1.25,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
