TRING (COWROAST LOCK),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,932,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,25.22,,26.40,,,,,,,1.69,3.62,
February,20.31,,21.20,,,,,,,0.80,0.79,
March,14.80,,15.50,,,,,,,0.07,1.68,
April,22.55,,23.60,,,,,,,1.51,2.62,
May,19.99,,21.00,,,,,,,1.92,3.00,
June,16.56,,17.30,,,,,,,1.01,0.95,
July,30.79,,32.10,,,,,,,2.04,2.22,
August,21.43,,22.40,,,,,,,0.44,2.46,
September,24.02,,25.10,,,,,,,0.20,3.67,
October,25.54,,26.70,,,,,,,3.95,1.09,
November,23.69,,24.80,,,,,,,7.11,4.81,
December,21.94,,22.90,,,,,,,5.92,2.96,
Total,266.84,,279.00,,,,,,,26.66,29.87,
Calc annual,266.84,0.00,279.00,0.00,0.00,0.00,0.00,0.00,0.00,26.66,29.87,
Difference,-0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
