"COBHAM UPLANDS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,137,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,2.10,3.40,1.50,3.77,
February,,,,,,,,4.39,1.92,0.51,0.80,
March,,,,,,,,3.22,2.42,0.12,1.42,
April,,,,,,,,1.78,1.98,1.01,1.69,
May,,,,,,,,1.27,2.71,1.49,2.47,
June,,,,,,,,3.91,2.50,1.24,0.57,
July,,,,,,,,2.81,2.00,1.36,2.26,
August,,,,,,,,3.87,2.96,2.49,2.52,
September,,,,,,,,4.83,1.01,0.18,3.50,
October,,,,,,,,1.71,5.04,3.31,1.17,
November,,,,,,,,3.22,1.93,6.68,4.53,
December,,,,,,,,3.31,2.57,6.44,2.19,
Total,,,,,,,,36.42,30.44,26.33,26.89,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.42,30.44,26.33,26.89,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,-0.00,
