"KILSYTH, CORRIE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8789,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,10.60,12.30,7.06,,,,,,,,,
February,9.70,2.90,4.80,,,,,,,,,
March,5.70,8.90,2.10,,,,,,,,,
April,3.40,1.50,2.20,,,,,,,,,
May,7.40,2.80,4.60,,,,,,,,,
June,2.30,0.70,3.20,,,,,,,,,
July,4.80,3.90,3.40,,,,,,,,,
August,7.90,9.50,3.10,,,,,,,,,
September,5.80,4.00,3.60,,,,,,,,,
October,2.50,5.90,2.20,,,,,,,,,
November,5.80,4.02,3.40,,,,,,,,,
December,5.20,10.50,4.90,,,,,,,,,
Total,71.10,66.92,44.56,,,,,,,,,
Calc annual,71.10,66.92,44.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
