CAMBRIDGE (OXFORD ROAD),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1204/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,3.67,1.38,1.71,1.19,1.88,3.60,1.02,0.87,,
February,,,0.55,1.07,1.36,1.74,2.31,0.53,0.70,2.96,,
March,,,0.63,0.32,0.74,1.21,4.36,0.53,0.66,0.49,,
April,,,1.23,1.83,0.65,0.85,1.70,1.69,1.66,1.92,,
May,,,1.71,0.94,1.95,2.05,0.35,3.10,2.55,3.13,,
June,,,1.93,1.25,1.63,3.05,2.89,3.02,1.25,1.24,,
July,,,0.78,1.88,2.08,2.17,1.37,1.48,2.97,6.40,,
August,,,1.57,2.48,2.03,3.54,0.08,6.90,1.27,2.50,,
September,,,1.43,3.06,2.56,3.12,1.02,1.65,0.34,2.79,,
October,,,1.55,3.16,2.55,1.40,0.21,2.22,3.42,0.45,,
November,,,1.41,2.77,0.34,4.26,1.41,1.19,1.85,4.06,,
December,,,1.26,0.96,2.43,1.73,3.13,1.49,0.95,1.26,,
Total,,,17.72,21.10,20.03,26.31,20.71,27.40,18.64,28.07,,
Calc annual,0.00,0.00,17.72,21.10,20.03,26.31,20.71,27.40,18.64,28.07,,
Difference,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
