"GRATWICH (CAVERSWALL FARM)",,,,,,,,,,,,
Grid ref,SK040315,Long,-1.942006,Lat,52.880950,,,,,,,
Station no,2361/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.23,3.12,0.96,1.25,2.40,4.08,2.00,2.56,3.12,5.21,,
February,2.71,0.85,1.90,2.57,2.00,0.68,2.09,4.58,0.42,2.00,,
March,4.39,2.05,1.48,2.13,2.56,1.62,2.30,1.82,1.78,2.06,,
April,2.74,2.88,2.74,0.42,1.70,1.37,0.28,0.63,3.05,1.28,,
May,3.30,2.60,3.05,2.53,3.25,0.78,0.99,2.93,0.56,1.93,,
June,1.56,2.96,2.68,4.50,3.55,2.38,2.21,4.98,1.02,3.17,,
July,1.23,1.72,2.88,2.98,1.17,3.85,3.39,4.07,3.08,3.37,,
August,5.64,2.49,2.48,4.10,1.55,5.23,5.41,3.24,0.82,5.75,,
September,2.57,1.61,2.10,2.98,2.24,3.00,6.17,3.78,0.11,5.68,,
October,0.85,3.84,1.42,5.40,1.82,1.68,2.23,2.91,2.29,5.70,,
November,7.30,1.50,1.94,5.10,2.10,1.32,1.85,1.79,4.16,4.00,,
December,2.82,3.42,1.09,4.12,2.56,3.42,1.74,3.77,3.84,3.47,,
Total,37.34,29.04,24.72,38.08,26.90,29.41,30.66,37.06,24.25,43.62,,
Calc annual,37.34,29.04,24.72,38.08,26.90,29.41,30.66,37.06,24.25,43.62,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,,
