"CHARNWOOD FOREST (BLACKBROOK RES)",,,,,,,,,,,,
Grid ref,SK457178,Long,-1.324300,Lat,52.755885,,,,,,,
Station no,2516,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.51,2.70,1.02,1.46,1.55,3.68,2.32,2.74,2.95,5.82,,
February,3.18,0.61,1.58,2.55,1.82,0.77,3.36,3.86,0.04,1.49,,
March,3.92,2.60,1.43,2.34,3.91,1.40,2.40,1.80,1.61,1.84,,
April,2.19,2.14,2.70,0.44,1.65,1.40,0.25,0.82,3.15,1.14,,
May,4.24,2.83,2.57,2.97,4.37,0.76,1.02,1.78,0.50,1.27,,
June,1.53,1.91,2.63,2.92,3.92,3.12,2.19,4.19,1.09,2.58,,
July,1.06,0.52,1.48,3.06,2.07,2.12,2.73,4.19,0.69,2.98,,
August,5.49,1.86,2.95,5.06,0.42,5.36,2.80,2.15,1.12,3.48,,
September,1.62,1.55,1.48,2.32,1.39,1.95,5.85,2.28,0.02,3.88,,
October,0.76,2.97,3.28,3.59,1.81,1.49,1.83,2.58,2.31,5.39,,
November,5.22,1.75,1.31,5.45,2.44,1.17,2.26,1.36,2.79,3.25,,
December,1.73,3.08,1.07,3.32,1.90,3.75,2.09,2.85,3.95,3.29,,
Total,33.45,24.50,23.50,35.48,27.25,26.97,29.10,30.60,20.22,36.41,,
Calc annual,33.45,24.52,23.50,35.48,27.25,26.97,29.10,30.60,20.22,36.41,,
Difference,0.00,-0.02,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
