"CHARNWOOD FOREST BLACKBROOK RESERVOIR",,,,,,,,,,,,
Grid ref,SK457178,Long,-1.324300,Lat,52.755885,,,,,,,
Station no,2516,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.94,1.68,1.34,2.43,3.32,1.17,3.53,1.15,1.12,1.16,,
February,3.70,1.39,1.82,0.91,3.42,0.75,2.98,1.30,1.53,0.80,,
March,0.80,2.18,1.79,3.88,2.25,3.19,1.93,1.17,2.78,3.16,,
April,1.21,1.64,2.26,2.17,1.29,1.77,0.79,1.80,2.99,1.43,,
May,1.85,0.82,3.16,2.72,1.54,0.39,2.35,3.54,2.14,1.41,,
June,2.86,2.47,2.10,1.43,0.44,3.44,2.59,3.03,1.81,3.04,,
July,2.16,4.12,1.33,1.69,2.86,1.20,0.80,3.48,2.83,3.34,,
August,4.11,1.56,3.93,4.58,3.81,3.03,1.16,2.53,2.95,2.42,,
September,0.58,0.85,1.92,2.72,2.06,1.75,1.15,0.80,1.95,2.68,,
October,2.96,1.56,2.22,6.99,0.66,1.45,5.74,4.29,0.73,3.12,,
November,2.56,1.40,1.83,1.97,1.36,3.00,3.15,2.12,1.85,0.64,,
December,3.87,5.08,1.80,1.84,1.87,0.90,2.50,3.01,1.43,3.88,,
Total,30.60,24.75,25.50,33.33,24.88,22.04,28.67,28.22,24.11,27.08,,
Calc annual,30.60,24.75,25.50,33.33,24.88,22.04,28.67,28.22,24.11,27.08,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
