NORTH PETHERTON THE OLD RECTORY,,,,,,,,,,,,
Grid ref,ST288328,Long,-3.018013,Lat,51.090074,,,,,,,
Station no,RR7939,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.39,2.44,1.56,3.99,3.59,1.12,4.69,1.51,1.00,1.47,,
February,4.26,0.77,1.53,1.82,5.22,0.95,2.33,1.40,2.12,0.72,,
March,1.25,1.90,1.93,3.35,2.07,3.90,1.93,0.78,3.36,3.54,,
April,1.23,2.85,1.59,2.83,0.97,2.22,1.27,4.57,2.42,2.22,,
May,2.02,1.00,2.43,3.42,2.44,0.17,2.91,2.91,1.61,1.03,,
June,3.25,1.91,2.82,3.75,0.96,4.56,2.39,2.25,0.43,3.06,,
July,0.99,1.70,1.90,2.57,3.77,0.90,0.88,2.65,1.66,1.76,,
August,2.76,2.02,3.08,3.41,2.37,3.95,2.11,1.96,2.83,2.11,,
September,0.54,2.05,2.37,3.28,2.26,1.11,0.67,0.54,3.52,3.01,,
October,3.40,1.64,2.41,6.79,1.36,1.87,4.29,6.04,3.13,4.82,,
November,3.67,0.65,3.54,1.87,1.80,2.71,2.82,3.05,1.63,1.18,,
December,5.17,6.27,1.86,3.03,2.08,1.03,2.26,5.49,2.78,5.53,,
Total,32.93,25.20,27.02,40.11,28.89,24.49,28.55,33.15,26.49,30.45,,
Calc annual,32.93,25.20,27.02,40.11,28.89,24.49,28.55,33.15,26.49,30.45,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,,
