LONGTOWN ARTHURET RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY380677,Long,-2.97035,Lat,55.00033,Elevation,81,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3622/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,1.73,2.14,,,,,,,,,6.11,3.05,,,,,,,,,,,,,,,,,,1.91,0.39,4.22,4.72,,,,,,,
February,,4.56,2,,,,,,,,,0.63,3.85,,,,,,,,,,,,,,,,,,0.94,3.26,1.5,2.34,,,,,,,
March,,1.39,4.32,,,,,,,,,4.11,2.05,,,,,,,,,,,,,,,,,,5.3,3,2.07,1.09,,,,,,,
April,,3.3,0.55,,,,,,,,,1,1.71,,,,,,,,,,,,,,,,,,2.25,1.18,1.92,2.33,,,,,,,
May,,2.28,2.03,,,,,,,,,1.62,2.17,,,,,,,,,,,,,,,,,,1.38,2.42,2.15,3.45,,,,,,,
June,,2.7,4.42,,,,,,,,,0.67,2.06,,,,,,,,,,,,,,,,,,1.02,0.76,0.79,4.31,,,,,,,
July,,1.19,2.68,,,,,,,,,2.35,5.09,,,,,,,,,,,,,,,,,,6.74,1.79,3.72,2.8,,,,,,,
August,,2.34,4.75,,,,,,,,,5.28,3.3,,,,,,,,,,,,,,,,,,2.24,5.15,2.55,5.48,,,,,,,
September,,3.43,2.36,,,,,,,,,2.27,2.46,,,,,,,,,,,,,,,,,,4.33,1.09,4.14,3.69,,,,,,,
October,,3.62,3.82,,,,,,,,,3.07,1.24,,,,,,,,,,,,,,,,,,2.35,4.95,4.22,4.31,,,,,,,
November,,4.68,3.24,,,,,,,,,2.46,1.23,,,,,,,,,,,,,,,,,,3.37,2.04,0.85,2.27,,,,,,,
December,,5.83,4.19,,,,,,,,,4.63,3.52,,,,,,,,,,,,,,,,,,3.48,1.27,3.89,1.68,,,,,,,
Total,,37.05,36.5,,,,,,,,,34.2,31.73,,,,,,,,,,,,,,,,,,35.31,27.3,32.02,38.47,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 total incorrect arithmetic on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
