"ALTAGARRAN MOUNTAIN, Glenedra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IC711012,Long,-6.893617,Lat,54.853681,Elevation,1230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,8.05,2.34,5.77,7.19,6.14,4.62,6.26,3.28,7.52,9.15,7.12,5.43,4.58,4.93,8.91,6.72,,,5.76,7.21,7.06,5.9,4.4,3.63,,1.76,4.4,5.55,4.7,6.19,5.11,3.5,6.18
February,,,,,,,,,4.59,4.59,1.76,5.13,0.3,5.6,0.94,6.09,3.33,6.5,3.63,4.53,3.5,5.02,3.06,3.91,,,3.51,2.3,3.69,3.8,3.71,4.46,,2.6,5.76,4.7,2.22,5.25,6,1.9,6.29
March,,,,,,,,,5.52,0.74,4.17,2.03,4.56,4.57,3.29,1.96,4.62,4.43,3.18,5.19,5.81,4.35,5.19,1.81,,,2.04,6.4,4.9,3.31,2.82,3.56,2.69,1.13,4.95,1.26,2.9,4.47,2.85,5.1,3.44
April,,,,,,,,,2.94,1.97,3.29,5.29,5.72,2.18,5.97,4.71,1.66,4.64,0.48,3.2,7.3,2.8,3.33,3.43,3.54,,1.79,5.96,3.48,4.27,5.79,2.62,2.17,3.12,1.5,3.31,1.86,1.69,2.57,5.63,4.66
May,,,,,,,,,1.59,4.19,2.42,6.37,3.97,4.92,5.07,1.34,2.89,2.73,4.66,1.35,1.76,3.06,5.48,6.23,3.4,6.5,1.98,4.35,2.76,3.12,2.72,3.31,,3.64,6.81,4.5,2.06,2.34,4.29,1.36,3.28
June,,,,,,,,,6.35,3.52,2.47,6.12,2.97,3.57,3.67,6.62,2.62,2.45,7.69,3.62,2.24,0.53,1.08,3.88,4.37,5.85,5.02,5.41,4.73,2.25,3.54,3.05,3.46,4.13,4.28,6.09,4.4,1.99,7.49,3.61,3.55
July,,,,,,,,,2.49,4.32,5.69,6.01,4.49,4.6,3.79,1.78,9.08,7.48,6.91,6.36,5.45,6.34,6.17,1.74,5,6.92,5.71,7.12,4.36,2.28,8.27,4.6,,6.98,4.75,1.2,6.29,8.47,8.39,4.63,8.74
August,,,,,,,,,10.05,8.83,10.82,4.5,2.44,3.44,6.59,3.52,4.07,5.3,2.76,2.27,1.68,6,7.85,9.25,3.33,2.15,9.08,0.36,6.65,4.21,7.28,7.71,6.71,4.62,4.29,1.22,6.78,5.2,5.87,2.7,5.69
September,,,,,,,,,4.77,1.81,4.82,3.57,5.9,1.26,9.28,6.84,6.38,3.96,4.3,2.94,4.22,1.51,7.02,,7.53,4.79,8.62,3.46,5.71,3.8,8.75,4.05,3.81,4.47,8.19,5.34,6.13,7.02,7.34,1.52,3.74
October,,,,,,,,,9.47,8.87,9.38,4.46,6.17,5.9,8.32,9.15,4.89,2.42,9.03,5.11,7.06,5.48,4.48,,7.85,6.31,2.66,3.09,4.78,8.1,6.25,2.32,8.53,3.22,6.89,4.85,4.1,4.47,5.75,6.28,8.27
November,,,,,,,,,7.55,7.77,7.2,8.6,4.42,2.57,1.83,7.51,6.9,2.77,9.3,7.77,6.8,9.17,1.76,,7.5,1.04,5.64,7.02,3.73,4.78,4.16,9.74,4.75,5.75,8.18,3.98,3.89,2.19,2.3,9.14,5.84
December,,,,,,,,,6.49,10.1,7.22,4.59,7.88,3.49,9.07,5.58,6.88,4.26,6.55,6.14,7.2,4.19,7.64,,6.44,6.8,6.13,3.25,9.54,7.15,5.4,6.07,5.31,3.78,6.69,6.64,6.74,7.31,7.83,9.82,5.59
Total,,,,,,,,,69.86,59.05,65.01,63.86,54.96,46.72,64.08,58.38,60.84,56.09,65.61,53.91,57.6,53.38,61.97,,,,57.94,55.93,61.39,52.97,63.09,55.12,,45.2,66.69,48.64,52.07,56.59,65.79,55.19,65.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1943 Sept 5.5, Oct 6.7, Nov 5.5, Dec 4.5 estimated from surrounding stations therefore removed along with total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1944 Jan 6.5, Feb 2.2, Mar 2 estimated so removed along with total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1945 Jan 5.5, Feb 5.02, Mar 3.59, Apr 2.8 estaimted for snow and suspected interference so removed along with total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1952 Jan 7.5, Feb 3.4, May 1.81, July 3 and total all estimated so removed along with total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957 Feb mistranscribed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
