PHILLACK RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SW565384,Long,-5.413114,Lat,50.19543,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,5.74,6.2,6,5.65,5.88,3.19,4.86,7.43,4.94,4.2,7.75,1.96,6.17,2.25,5.1,0.88,2.48,2.51,3.84,2.92,2.61,4.56,3.21,2.03,2.25,5.54,2.38,1.97,2.96,3.33,5.65,1.14,3.55,1,5.3,6.01,2.47,1.46,4.47,5.68,1.51,4.6,1.16,0.99,2.02,3.14,1.15,3.71,6.47,1.45,3.56,1.73,2.1,2.94,4.2,2.8,2.72,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,4.44,3.55,3.36,2.19,3.94,2.37,2.03,5.77,4.26,3,2.5,4.95,1.66,1.4,4.39,2.93,3.38,2.94,5.21,3.16,4.12,1.55,0.72,0.79,2.48,1.87,0.09,4.7,4.55,2.35,0.13,0.72,3.4,1.38,4.64,5.05,1.8,1.65,1.67,5.35,0.94,4.79,1.26,1.71,0.61,4.5,1.91,3.78,1.07,4.33,6.07,4.77,1.29,1.82,5.01,0.55,0.72,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.88,3.87,4.21,2.41,2.66,2.6,1.68,3.88,3.83,1.68,1.14,4.47,2.17,1.88,1.11,1.9,3.2,1.01,1.91,3.66,1.61,3,1.72,4.38,3.75,2.03,3.2,1.17,0.09,1.69,2.61,2.43,4.24,1.75,1.15,3,2.61,1.77,5.61,1.75,5.38,1.08,0.73,4.47,4.3,0.8,3.24,5.2,3.8,6.69,0.56,5.63,3.61,1.8,4.47,3.33,2.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.27,4.24,3.34,3.02,1.19,0.04,4.41,2.84,0.48,2.02,1.97,2.58,3.43,2.69,2.64,2.45,1.11,4.53,1.44,1.57,2.25,3.16,0.87,1.72,2.02,2.98,1.96,1.44,0.2,3.53,2.08,0.39,3.65,1.96,2,1.65,3.64,2.54,1.81,1.02,2.26,1.05,4.48,1.55,1.62,2.48,2.19,0.72,4.3,1.55,1.62,1.08,1.31,1.93,1.65,3.13,0.78,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,2.59,2.16,3.04,1.79,3.33,1.24,0.52,1.79,1.63,0.75,2.54,0.08,3.93,4.15,1.43,1.43,0.73,1.72,1.85,0.99,3.33,2.29,1.05,1.39,2.62,5.8,4.16,1.84,1.02,2.56,0.34,0.03,1.32,3.5,2,1.63,0.83,1.1,1.39,3.27,0.63,3.38,1.98,1.56,0.82,1.91,0.75,1.46,3.52,0.85,2.31,1.84,1.86,0.98,1.67,1.53,1.76,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,2.1,2.49,0.88,0.88,0.48,0.13,0.96,2.21,1.76,1.38,2.37,1.11,2.1,2.76,6.32,2.62,3.61,3.56,2.75,1.44,1.96,1.03,0.05,3.22,0.55,2.81,2.04,1.54,0.84,2.35,1.65,1.49,2.5,1.76,1.46,3.23,2.27,2.51,1.75,1.5,2.71,1.96,2.45,1.46,2.37,1.58,2.19,3.34,1.38,2.26,2.75,1.53,3.16,0.92,0.98,1.78,0.16,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.51,1.28,4.66,0.88,0.47,1.81,4.47,3.55,3.41,1.56,3.07,0.65,3.16,1.29,3.38,2.91,2.85,4.47,2.91,3.94,0.64,4.47,0.83,5.73,3.59,5.14,2.82,1.44,5.56,5.27,2.52,3.58,0.89,0.51,0.79,0.98,0.59,2.06,3.31,2.58,0.84,1.39,1.26,1.97,1.62,2.15,1.68,4.02,0.28,4.01,2.98,1.63,1.46,3.3,0.78,4.64,1.27,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,4.53,4.57,1.15,3.1,0.29,2.56,1.51,1.62,3.45,2.17,1.86,4.1,4.81,3.65,4.73,0.64,4.23,3.29,1.03,1.49,2.31,1.64,1.73,3.01,3.23,3.33,6.53,3.76,1.56,2.76,2.54,1.69,4.75,2.01,0.91,2.71,0.99,1.79,4.31,2.55,4.64,1.94,1.71,4.11,1.42,2.62,2.59,8.18,1.64,2.29,1.41,3.33,6.21,1.56,2.56,1.41,4.19,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.1,7.69,1.57,3.92,4.76,1.3,6.75,2.4,2.21,4.92,4.35,3.92,2.76,2.74,4.16,2.56,1.32,3.67,4.96,2.23,6.27,2.97,3.05,1.3,1.45,1.96,3.44,3.27,2.71,1.56,0.17,5.05,3.93,0.84,2.41,1.95,3.47,2.46,3.39,2.1,1.11,0.93,1.63,2.53,1.05,0.38,2.67,0.88,3.4,2.86,1.55,2.11,1.81,7.39,1.52,2.75,0.88,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,7.41,2.32,4.75,4.28,1.97,5.42,6.3,5.66,2.81,6.21,6.07,5.02,2.98,4.75,1.42,7.03,1.98,6.13,3.3,2.06,7.25,5.71,4.09,2.36,5.97,1.17,8.59,3.54,2.91,4.85,5.87,4.58,1.54,5.94,3.33,2.59,2.24,2.77,8.4,2.04,1.94,3.83,6.05,2.47,7.06,5.81,3.55,3.24,3.19,2.28,5.67,4.9,4.7,4.39,1.79,5.02,1.02,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
