CUPAR (CLATTO RESERVOIR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931,,,,,,,,,
Grid ref,NO366078,Long,-3.024972,Lat,56.258452,Elevation,505,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5488/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,3.13,2.47,2.6,2.14,1.02,5.28,3.43,4.82,6,2.42,3.57,3.4,3.98,1.79,3.17,1.81,3.73,6.07,2.21,1.38,5.09,1.78,0.5,1.99,2.84,2.57,3.85,1.88,1.11,4.53
February,,,,,,,,,,,,2.33,0.17,2.08,0.13,2.08,4.84,3.96,0.68,2.79,1.49,5.39,1.44,1.35,0.88,3.04,1.01,3.54,2.99,1.71,2.67,2.95,0.67,1.16,2.95,2.81,1.91,4.03,2.8,0.54,2.36
March,,,,,,,,,,,,1.81,2.95,1.25,5,1.64,3.97,2.83,0.89,3.48,3.74,2.04,1.92,0.86,0.34,1.41,2.93,4.02,0.71,1.79,2.7,4.24,3.1,0.56,3.03,2.44,1.43,2.07,3.55,1.38,2.19
April,,,,,,,,,,,,2.52,3.13,1.36,6.22,3.42,1.06,1.59,0.02,1.81,2.34,2.21,1.84,1.08,2.51,1.17,0.54,2.73,1.82,1.38,2.22,2.07,1.59,2.93,1.7,0.98,1.16,0.95,3.25,2.98,1.73
May,,,,,,,,,,,,3.44,3.13,1.44,2.34,0.8,0.98,2.52,4.57,1.32,1.63,2.59,4.14,4.52,2.1,4.91,2.28,4.69,3.3,2.08,2.39,3.26,2.3,2.83,5.57,2.29,0.69,1.88,2.98,0.76,1.73
June,,,,,,,,,,,,5.18,1.62,1.28,2.05,3.87,1.27,2.14,3.58,2.11,0.49,1.1,0.74,2.67,2.51,2.31,3.09,3.46,5.03,1.32,1.92,2.16,2.49,1.13,2.48,0.96,3.3,1.33,4.05,2.61,1.95
July,,,,,,,,,,,,5.97,3.26,4.02,3.17,1.01,4.54,4.38,4.5,4.48,6.47,2.2,3.14,2.69,3.18,3.54,4.71,2.39,2.06,2.6,4.58,4.78,2.01,2.82,2.85,1.56,4.6,6.45,6.07,3.74,3.62
August,,,,,,,,,,,,3.21,0.51,0.85,3.75,2.12,1.54,5.87,2.31,1.79,1.05,3.15,2.63,5.76,2.46,3.29,4.02,0.19,8.12,4.01,3.8,4.46,3.07,1.86,3.96,0.48,7.77,4.61,3.27,0.88,3.94
September,,,,,,,,,,,,1.82,1.98,2.3,3.62,3.79,4.06,1.49,3.21,2.22,2.38,1.22,2.7,3.03,3.55,3.08,4.92,1.65,2.99,1.47,7,1.76,2.15,3.29,3.44,2.23,3.99,1.76,2.33,0.69,1.71
October,,,,,,,,,,,3.5,1.46,7.82,3.34,3.63,5.49,1.84,3.81,4.87,3.65,4.43,3.62,2.54,3.24,3.82,5.24,0.6,1.54,4.08,4.68,2.02,0.3,3.02,1.96,6.84,1.97,1.66,2.27,2.07,1.75,7.5
November,,,,,,,,,,,3.67,7.16,2.18,1.93,1.46,5.6,3.27,0.51,4.14,4.82,5.7,3.37,0.48,1.12,6.06,1.58,7.05,2.63,1.7,3.43,5.18,6.82,2.51,3.13,4.39,1.79,0.67,2.48,0.78,6.97,4.18
December,,,,,,,,,,,2.98,0.86,4.72,1.38,4.67,2.54,2.46,3.86,2.81,1.39,2.03,1.34,2.31,1.76,2.68,3.25,3.12,1.89,3.65,3.58,1.84,2.44,3.18,3.38,3.38,4.36,2.6,3.4,6.69,5.97,2.15
Total,,,,,,,,,,,,38.89,33.94,23.83,38.18,33.38,35.11,36.39,36.4,35.86,34.17,31.8,27.28,32.06,31.88,35.99,36.08,32.46,42.52,30.26,37.7,40.33,27.87,25.55,42.58,24.71,32.35,35.08,39.72,29.38,37.59
