"ACCRINGTON MILNSHAW PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2954,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.14,7.30,3.44,4.51,3.22,3.19,5.56,4.87,9.92,2.24,6.25,
February,4.13,0.42,4.65,7.37,1.07,7.02,3.88,2.21,5.01,0.87,0.50,
March,4.45,3.47,2.47,1.58,1.82,1.95,2.38,4.34,3.77,1.18,2.90,
April,4.99,1.81,2.70,4.14,1.63,2.65,1.63,3.60,1.05,0.81,2.95,
May,5.26,1.76,1.51,3.79,5.32,3.84,3.05,1.42,1.36,2.93,1.90,
June,2.33,0.43,2.89,1.03,2.31,0.01,2.19,4.23,5.62,1.52,3.65,
July,6.04,1.82,5.15,4.24,3.80,1.77,2.09,4.34,2.28,3.22,5.34,
August,2.06,5.67,5.24,6.20,6.07,3.72,3.69,5.32,7.00,4.00,7.37,
September,2.39,1.65,3.28,5.64,4.25,3.60,4.58,7.18,0.95,1.89,3.44,
October,1.31,3.22,0.85,5.58,4.28,5.30,3.59,3.94,5.60,6.36,6.53,
November,2.15,2.05,3.33,6.17,2.69,3.21,7.48,4.38,7.11,8.49,5.82,
December,2.75,6.58,5.49,5.44,6.05,3.96,2.33,1.27,2.93,9.60,4.19,
Total,42.00,36.18,41.00,55.69,42.51,40.22,42.45,47.10,52.60,43.11,50.84,
Calc annual,42.00,36.18,41.00,55.69,42.51,40.22,42.45,47.10,52.60,43.11,50.84,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
