"ACCRINGTON MILNSHAW PARK",,,,,,,,,,,,
Grid ref,SD753290,Long,-2.376103,Lat,53.756769,,,,,,,
Station no,2954,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.32,3.59,4.62,4.42,4.53,1.99,5.30,2.01,3.91,2.81,,
February,4.26,2.14,1.74,4.74,4.31,2.78,3.60,2.63,3.71,3.06,,
March,1.06,2.31,2.94,6.47,2.57,3.09,3.32,4.15,3.08,2.19,,
April,3.25,2.76,3.03,2.60,3.19,3.68,1.52,2.23,2.43,3.88,,
May,2.87,1.17,3.49,2.98,2.58,0.53,3.87,3.31,2.78,2.48,,
June,3.88,1.72,1.13,1.20,1.61,2.44,1.48,7.30,2.03,2.74,,
July,-999.00,1.18,3.71,3.65,2.32,2.91,2.06,2.08,3.63,5.86,,
August,2.47,2.16,2.87,5.25,4.22,2.55,2.72,4.19,3.53,3.10,,
September,1.85,1.17,1.80,2.38,1.35,3.15,1.45,0.86,3.55,2.72,,
October,6.28,3.97,4.39,9.60,2.09,3.73,6.58,3.83,1.49,4.82,,
November,1.35,6.91,2.18,3.18,3.70,5.45,4.84,2.52,3.84,1.91,,
December,4.51,5.81,4.32,3.16,3.05,0.98,5.14,4.46,2.57,6.51,,
Total,,34.89,36.22,49.63,35.52,33.28,41.88,39.57,36.55,42.08,,
Calc annual,37.10,34.89,36.22,49.63,35.52,33.28,41.88,39.57,36.55,42.08,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
