BEACHY HEAD (2nd Gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TV592969,Long,0.25536,Lat,50.7499,Elevation,506,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,526/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,2.96,1.32,3.53,1.04,6.9,1.3,3.34,0.42,0.84,0.95,1.96,2.85,2.1,3.54,2.68,1.18,0.77,2.84,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.33,4.34,,,,,,,,,,,,3.22,2.65,2.65,3.29,0.99,4.82,5.48,4.88,5.24,2.41,3.63,3.37,4.93,2.51,1.95,3.63,2.21,5.45,1.53,1.37
February,,,,2.22,1.21,1.5,3.63,1.25,1.71,3.74,3.2,2.57,1.44,3.04,1.46,3.16,0.44,0.71,1,2.2,1.22,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.99,2.71,,,,,,,,,,,,2.31,0.46,2.12,0.08,4.43,2.26,5.42,0.78,1.73,2.11,2.8,0.54,2,1.17,2.41,3.06,1.34,1.49,0.97,4.44
March,,,,2.08,0.61,0.72,2.53,2.3,1.31,0.88,0.66,2.83,0.95,0.66,1.84,2.78,1.52,0.84,3.46,1.42,1.57,-999,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,1.16,4.44,,,,,,,,,,,,0.55,1.59,1.91,3.03,0.53,1.28,3.77,0.93,1.43,2.89,2.44,3.5,0.36,0.12,1.11,1.48,6.76,0.96,1.2,1.64
April,,,,0.68,1.94,1.65,1.4,1.74,2.63,2.8,1.65,0.35,2.53,1.45,1.86,1.09,1.62,1.45,1.13,2.65,3.1,-999,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,2.28,1.99,,,,,,,,,,,,3.41,2.82,1.21,2.21,3.46,1.78,3.09,0.25,2.03,1.43,1.01,1,1.55,1.45,1.04,1.8,2.13,1.5,1.29,2.04
May,,,,1.52,0.6,0.4,0.9,1.8,3.24,2.13,0,0.72,1.24,2.38,0.27,2.1,3.52,1.37,1.06,1.16,2.09,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,1.7,0.33,,,,,,,,,,,,2.04,2.8,1.44,0.63,1.05,0.26,2.95,2.67,0.91,1.71,2,2.7,2.22,0.26,2.21,3.45,1.96,1.54,1.65,1.14
June,,,,2.96,1.23,1.65,2.31,1.33,1.65,3.6,2.05,2.05,2.25,1.45,1.44,-999,0.92,0.74,3,0.42,2.48,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,0.76,0.45,,,,,,,,,,,,1.94,1.53,2.82,1.8,2.26,3.44,1.51,0.96,1.58,0.54,2.33,0.3,1.8,1.52,1.34,3.1,2.78,1.87,0.54,0.91
July,,,,1.14,0.75,2.2,0.26,2.05,0.96,3.44,2.14,1.59,2.07,2.17,,-999,2.38,0.23,3.6,3.16,3.13,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,3.71,1.37,,,,,,,,,,,,2.8,4.17,1.59,1.09,0.26,3.36,1.78,1.8,2.1,3.25,2.39,2.06,1.89,2.12,3.08,2.3,2.49,1.35,0.29,3.07
August,,,,,1.36,1.34,3.6,2.38,3.53,3.29,0.35,3.68,2.2,0.39,2.16,0.56,1.3,2.3,1.4,2.61,3.08,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,1.94,1.69,,,,,,,,,,,,3.71,0.98,1.06,3.98,4.52,0.78,1.78,1.33,1.83,0.19,5.46,2.28,1.35,2.86,1.78,6.82,0.07,3.52,1.18,2.66
September,,,,,3.22,2.78,4.12,1.04,1.69,2.65,3.16,2.24,2.96,4.63,3.8,4.52,1.24,2.89,0.91,0.45,1.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,5.58,0.81,,,,,,,,,,,,1.96,3.25,4.52,1.41,6.29,2.27,2.33,2.6,1.09,2.6,0.56,2.54,2.27,2.72,2.41,3.46,1.27,1.08,2.71,
October,,,,3.04,3.69,4.17,2.3,2.52,2.9,1.02,6.76,2.19,7.5,2.57,-999,4.36,3.48,1.25,2.76,6.94,2.29,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,2.4,1.22,,,,,,,,,,,,0.69,8.42,3.57,2.91,5.25,1.35,3.14,4.99,6.86,4.07,1.64,4.63,3.12,6.32,3.19,1.07,0.98,1.87,10.82,
