"BIGGAR (CAMBUS WALLACE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,None,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.22,5.42,,,,,,,,,,
February,3.22,0.62,,,,,,,,,,
March,4.62,3.50,,,,,,,,,,
April,2.42,1.22,,,,,,,,,,
May,3.52,1.25,,,,,,,,,,
June,0.75,0.45,,,,,,,,,,
July,4.25,2.62,,,,,,,,,,
August,5.23,5.45,,,,,,,,,,
September,2.52,1.22,,,,,,,,,,
October,1.62,2.98,,,,,,,,,,
November,2.10,1.72,,,,,,,,,,
December,2.74,4.65,,,,,,,,,,
Total,37.21,31.10,,,,,,,,,,
Calc annual,37.21,31.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
