BUNTINGFORD-HAMELS-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL375245,Long,-0.00283,Lat,51.902083,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,0.88,2.22,2.02,0.64,1.67,2,2.29,0.8,2.27,0.77,2.4,2.81,0.52,0.72,2.15,2.48,1.34,3.45,1.13,1.16,0.94,1.84,1.57,3.68,2.71,1.08,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,2.06,0.71,0.11,1.83,2.78,1.71,0.43,0.31,2.53,0.92,1.6,4.42,1.01,0.91,0.91,3.07,1.1,2.08,1.46,1.34,0.49,2.93,1.25,1.63,0.76,2.28,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,1.65,2.67,2.05,1.43,0.47,1.12,1.92,3.74,3.35,1.71,0.87,0.78,2.15,1.31,2.94,1.39,2.66,1.79,1.1,2.41,3.66,0.88,2.25,3.46,2.13,4.54,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.16,0.77,0.9,0.88,0.11,1.42,1.02,0.74,1.52,1.72,3.17,0.89,2.07,0.7,1.61,0.87,1.78,0.36,2.45,2.71,1.7,1.91,1.2,0.16,2.41,0.89,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,3.55,1.72,2.76,1.37,1.21,1.68,0.4,0.41,2,3.18,2.47,1.13,1.64,2.55,2.13,1.64,1.11,1.2,2.92,1.52,1.23,2.62,1.4,1.05,1.64,1.65,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,2.68,2.18,1.4,2.73,0.88,1.81,0.62,2.32,2.12,2.02,0.7,2.74,0.66,2.87,5.69,0.81,2.6,2.91,1.58,1.62,4.16,1.3,2.79,3.01,1.9,1.77,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,4.42,4.81,2.48,4.02,3.06,2.53,4,1.01,0.38,1.02,2.76,0.81,3.56,2.63,4.64,4.06,1.93,1.34,2.34,3.31,3.56,1.78,0.77,1.6,1.56,1.94,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.66,2.64,3.58,3.4,1.64,2.36,3.18,2.07,2.77,1.41,0.99,2.73,2.49,2.91,3.82,2.52,4.09,0.57,2.1,3.05,2.81,2.05,0.58,5.7,1.09,1.45,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.11,0.39,1.18,2.62,1.46,1.62,0.97,6.6,2.56,0.29,2.46,1,1.52,1.94,2.42,1.28,1.6,1.29,0.57,1.36,2,0.85,1.23,2.59,1.45,1.11,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,3.66,1.87,5.04,3.9,3.07,2.56,2.11,3.52,0.71,3.2,2.05,1.85,1.53,1.5,5.41,1.29,1.26,4.53,3.1,1.36,5.6,2.29,2.86,2.55,3.93,2.14,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,0.87,2.66,2.36,1.75,2.31,3.14,3.51,1.21,0.86,2.15,3.59,2.39,0.87,1.07,2.08,1.48,2.44,4.39,2.27,1.06,0.94,3.72,3.16,2.23,2.7,3.49,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,1.31,0.53,3.46,1.73,2.28,1.91,1.94,3.58,2.33,2.69,1.61,2.96,3.22,1.44,1.62,1.98,0.99,2.79,3.02,2.14,3.47,4.22,5.13,2.59,0.88,6.5,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,,27.01,23.17,27.34,26.3,20.94,23.86,22.39,26.31,23.4,21.08,24.67,24.51,21.24,20.55,35.42,22.87,22.9,26.7,24.04,23.04,30.56,26.39,24.19,30.25,23.16,28.84,29.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
