"PONTYPRIDD (LLANFABON)",,,,,,,,,,,,
Grid ref,ST108934,Long,-3.290186,Lat,51.632313,,,,,,,
Station no,4076/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.39,7.31,1.71,4.29,6.21,8.24,9.77,6.43,,,,
February,6.98,0.95,2.58,7.10,3.12,0.61,8.38,7.85,,,,
March,6.98,4.83,3.63,6.72,3.33,2.33,7.80,1.89,,,,
April,4.57,5.18,5.39,1.11,2.82,2.80,0.22,1.26,,,,
May,3.77,5.33,4.66,3.36,6.22,1.93,2.63,5.50,,,,
June,1.72,3.63,3.40,6.92,8.03,3.77,1.23,4.73,,,,
July,2.02,4.37,7.41,4.32,1.54,5.75,5.71,5.75,,,,
August,8.00,8.27,6.11,6.16,2.36,6.52,5.15,5.88,,,,
September,6.91,4.49,6.67,9.39,2.36,7.14,8.24,10.45,,,,
October,1.88,7.96,4.66,11.25,3.80,2.48,6.63,7.51,,,,
November,13.66,5.57,5.51,13.62,7.73,1.80,2.95,3.28,,,,
December,8.32,5.17,1.94,7.05,10.01,10.12,4.48,6.27,,,,
Total,73.20,63.06,53.67,81.29,57.53,53.49,63.19,66.80,,,,
Calc annual,73.20,63.06,53.67,81.29,57.53,53.49,63.19,66.80,0.00,0.00,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
