ULLSWATER SHARROW BAY (monthly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY459220,Long,-2.838719,Lat,54.59028,Elevation,600,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,5.41,2.33,11.32,12.5,4.86,5.2,2.15,9.15,3.4,1.07,1.23,0.23,3.24,9.5,7.4,3.15,5.5,4.07,,,,,,,,,2.84,1.25,4.39,9.14,4.8,2.44,3.06,9.63,7.6,1.84,8.98,1.2,4.61,5.53,4.93,2.68,4.52,6.41,4.44,2.93,7.12,1.95,6.18,5.11,6.23,9.55,4.2,3.79,4.42,6.4,9,5.96,11.23,0.62,10.03,4.28,10,7.6,7.63,2.17,7.36,,,,
February,5.98,2.5,7.75,1.4,4.15,0.92,5.15,3.32,2.65,4.05,6.35,3.36,5.4,9.15,7.1,7,1.25,3.65,,,,,,,,,2.7,4.2,4.25,6.3,5.5,1.45,1.54,9.1,3.54,3.22,3.35,2.39,3.28,3.77,8.98,4.75,2.75,3.67,3.38,5.23,7.42,0.92,5.55,1.01,4.65,0.04,5.55,9.64,0.65,8.44,4.9,2.75,6.21,0,0.64,3.76,0.06,5.05,0.23,7.15,3.51,,,,
March,4.11,5.12,3.09,2.83,3.24,1.9,4.4,2.1,2.38,4.06,1.74,3.95,4.36,3.75,5.2,4.5,3.5,1.15,,,,,,,,,6.2,8.4,4.3,3.7,0.4,3.18,3.04,11.23,3.15,4.09,2.2,3.96,5.21,4,4.05,1.65,4.74,7.41,5.4,0.93,3.26,1.4,1.08,1.58,10.5,8.45,3.7,2.07,1.05,1.75,1.8,5.32,6.33,0.37,2.26,0.98,3.19,4.37,3.57,0.98,2.23,,,,
April,1.84,2.2,2.1,0.31,3.76,1.35,2.94,3.68,2.46,1.93,3.05,1.6,5.55,2.8,1.5,3.6,3.4,2.5,,,,,,,,,2.2,2.2,2.2,3.52,1.6,2.65,3.43,1.34,1.14,4.8,0.71,2.02,3.19,2.98,3.73,1.99,0.9,5.85,2.39,3.22,3.44,2.3,0.48,1.62,4.36,1.02,3.6,5.05,2.66,5.8,3.2,3.39,0.88,1.42,1.72,1.96,4.53,1.89,4.07,4.7,1.72,,,,
May,4.45,1.3,2.4,1.65,1.58,2.47,0.94,4.46,6.5,1.56,1.3,3.3,2.74,1.9,3.04,2.95,6.6,1.8,,,,,,,,,0.36,1.84,2.5,4.15,3.23,1.69,3.1,5.14,3.56,0.76,5.9,5.45,2.65,1.75,2.27,3.36,1.72,0.33,1.14,0.94,3.87,1.81,1.6,0.48,5.45,1.93,1.8,3.3,5.2,6.14,2.32,1.94,1.55,3.33,2.29,3.48,2.66,2.94,3.85,0.73,1.63,,,,
June,1.2,1.95,4.1,1.9,1.3,3.32,2.19,3.75,2.55,4.65,2.26,3.6,3.64,1.86,1.36,1.27,1.5,0.13,,,,,,,,,3.8,2.43,3.9,0.5,3.6,2.22,1.06,1.41,1.81,1.91,1.18,4.51,1.95,2.99,1.62,4.11,5.11,1.78,0.42,1.84,0.8,1.24,2,1.44,1.35,0.01,2.25,1.94,1.92,0,3.35,3.79,7.02,1.11,1.17,5.53,2.88,1.81,1.96,3.29,2.98,,,,
July,0.53,3.2,3.25,3.8,2,2.78,2.3,5.1,0.9,4.15,4.5,3.58,3.8,2.14,6.7,1.15,4.65,3.08,,,,,,,,,3.2,1.45,1.4,4.5,1.88,1.94,2.61,3.37,1.69,0.94,1.67,1.5,2.65,4.24,4.45,0.4,5.6,0.88,0.96,3.54,0.95,0.82,3.63,0.49,5.68,2,5.52,2.05,5.22,1.8,2.33,4.43,3.57,4.87,4.76,4.6,5.24,3.59,2.14,1.75,3.52,,,,
August,2.85,3.33,4.7,4.5,8,2.71,4.22,6.24,4.04,5.15,1.1,4.58,1.88,2.85,1.4,1.5,1.54,2.36,,,,,,,,,2.3,8.1,5.03,2.15,6.88,2.95,1.67,4.58,3.65,4.59,4.23,3.8,5.32,2.96,8.44,2.85,6.15,1.39,0.32,2.8,0.87,8.02,4.64,3.39,2,4.05,2.97,8.15,3.31,4.23,5.6,6.9,8.59,3.88,9.35,3.5,1.1,2.58,4.28,1.87,1.27,,,,
September,4.66,4.08,5.8,2.18,8.25,5.5,3.86,5.3,4.06,4.3,5.25,3,3.8,5.3,5.5,4,6.8,5.25,,,,,,,,,6.7,4.66,1.8,5.5,3.1,2.68,1.92,5.08,1.82,4.51,1.13,0.18,4.36,2.55,0.35,3.5,1.65,2.5,2.65,0.88,2.5,3.71,11.94,2.52,4.27,1.78,3.74,4.9,7.66,4.24,5.15,6.9,2.25,1.9,4.38,2.22,4.94,1.62,4.59,8.48,4.96,,,,
October,10.56,5.19,7.8,4.05,10.5,4.75,4.28,7.1,6,1.6,2.28,2.8,3.3,5.28,2.5,6.4,6.86,2.5,,,,,,,,,6.5,4,4.35,3.5,8.16,4.57,3.2,11.22,1.64,3.42,6.43,7.31,2.2,9.08,2.77,5.45,4.58,4.57,1.43,1.45,11.2,8.53,7.35,1.72,1.71,2.5,1.02,9.52,4.3,7.1,5.52,7.16,10.81,6.26,9.44,2.74,7.77,4.57,7.76,8.47,4.59,,,,
November,3.74,1.35,7.45,2.55,2.95,4.62,3.2,9.72,2.9,1.34,6.3,9.5,6.45,7,3.25,2.75,4.62,3.9,,,,,,,,,1.92,3.75,5.05,3.94,3.24,5.04,4.27,3.15,3.24,5.96,3.99,4.34,3.61,2.66,3.9,6.98,4.31,5.51,7.57,2.06,8.65,4.99,5.06,3.98,5.43,2.68,2.5,6.1,4.6,1.9,11.12,5.5,9.92,11.47,6.15,10.57,3.81,2.7,0.9,2.86,5.63,,,,
December,2.77,6.3,8,2.54,2.6,4.6,8.75,4.16,3.26,3.44,5.32,5.35,4.26,1.9,6.5,2.95,6.7,4.85,,,,,,,,,5.7,11.55,7.5,2.65,8.44,4.98,6.85,4.93,3.15,2.04,2.95,7.47,3.56,6.99,8.17,5.84,9.75,5.75,9.21,10.9,0.35,1.53,5.72,9.45,6,6.5,10.55,4.13,10.19,6.12,1.1,1.78,4.53,11.6,7.07,2.6,7.11,0.4,9.8,3.27,8.56,,,,
Total,48.1,38.85,67.76,40.21,53.19,40.12,44.38,64.08,41.1,37.3,40.68,44.85,48.42,53.43,51.45,41.22,52.92,35.24,,,,,,,,,44.42,53.83,46.67,49.55,50.83,35.79,35.75,70.18,35.99,38.08,42.72,44.13,42.59,49.5,53.66,43.56,51.78,46.05,39.31,36.72,50.43,37.22,55.23,32.79,57.63,40.51,47.4,60.64,51.18,53.92,55.39,55.82,72.89,46.83,59.26,46.22,53.29,39.12,50.78,45.72,47.96,,,,
