"BLACKSTONE EDGE, CALF LEE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD953201,Long,-2.072627,Lat,53.677344,Elevation,960,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,5.6,1.1,1.5,2.5,4.5,3.2,2.9,1,3.8,2.2,1.9,1.5,3.3,6.52,5.7,2.52,2.53,4.28,3.92,1.61,5.23,1.52,4.01,2.29,6.63,1.87,,3.8,3.12,6.13,3.47,-999,2.64,4.58,3.7,7.21,2.66,,3.5,5.31,4.49,3.24,12.43,2.41,8.2,5.95,6.59,2.82,5.08,2.13,4.74,4.72,7.11,6,2.2,1.49,5.31,7.26,7.5,4.27,6.03,3.51,11.02,2.11,2.54,4.44,6.16,1.9,4.67,3.45,7.42,5.67,5.39,4.52,6.7
February,,,,,,,0.7,1.4,0.5,2.1,0.7,0.2,2.1,4.5,5.1,0.5,1.2,2.7,2.6,1.58,3.72,0.75,1.38,3.64,3.36,1.56,3.04,2.01,2.84,1.73,1.93,5.29,5.9,1.89,3.32,3.72,-999,-999,5.66,,3.1,0.5,4.13,,1.07,7.91,3.46,1.34,5.61,0.73,1.13,6.49,0.3,4.87,0.48,6.83,3.17,6.93,2.4,5.28,2.82,5.61,1.43,3.64,2.45,6.06,6.49,2.64,3.5,3.15,5.72,3.52,1.47,3.36,4.87,2.44,1.52,3.62,7.74,0.8,4.3
March,,,,,,,2.7,2,3,2.7,2.9,1.6,0.9,1.2,3.7,3.6,4.9,4.1,2.4,1.99,0.6,3.45,1.74,6.07,2.14,3.79,3.63,3.74,3.01,2.83,0.92,2.22,5.06,5.27,4.9,,-999,-999,1.6,5.61,2.79,3.93,3.02,,1.6,1.65,0.95,4.44,3.58,1.72,2.78,0.51,2.66,3.7,3.63,1.9,2.86,2.42,1.16,3.22,3.37,5.61,4.3,1.67,0.7,1.4,1.75,6.67,2.11,1.48,2.76,5.86,3.42,2.46,3.5,2.86,1.67,4.61,2.81,2.23,2.14
April,,,,,,,3.3,1.3,2.8,3.6,1.2,2,1.5,0.7,1.9,2.1,1.5,2.9,2.4,3.79,3.19,2.57,2.15,1.33,2.81,2.73,1.67,2.16,1.91,4.07,3.95,2.47,1.04,4.48,1.49,2.7,2.44,-999,0.95,1.69,5.51,1.68,3.75,,1.96,2.98,1.56,3.43,1.35,1.41,3.74,4.41,5.08,2.05,3.21,4.51,1.88,3.15,0.71,2.41,3.64,3.36,2.57,2.79,3.63,3.23,1.74,4.64,2.35,4.67,3.94,3.19,3.83,3.94,0.74,2.43,4.49,0.5,1.8,4.12,3.11
May,,,,,,,4.7,2,0.6,2.6,3,3.5,3.9,2.2,2.4,0.8,0.3,1.7,3.2,3.08,1.78,2.06,2.95,4.24,2.45,0.8,2.98,4.03,2.86,2.46,2.85,1.71,3.24,3.34,2.47,3.62,2.13,1.94,1.6,1.74,4.91,2.1,1.24,,6.94,5.09,4.73,1.73,1.86,3.81,2.43,3.36,5.86,2.34,3.96,1,1.45,2.96,4.44,1.6,1.69,2.71,4.07,3.31,3.8,4.85,1.89,2.56,1.32,4.02,2.37,3.76,2.47,3.59,3.31,4.23,2.11,1.98,5.31,2.57,2.38
June,,,,,,,1.8,0.5,2.5,0.7,3.8,1.3,3.5,2.4,2.8,3.4,2.7,3.8,3.3,0.94,4.16,2,1.49,1.75,2.21,2.64,2.8,8.11,2.28,2.85,3.93,3.24,6.94,3.68,2.66,0.51,2.75,2.07,1.51,1.6,2.87,0.22,2.29,,2.59,0.14,2.88,3.95,7.79,1.64,2.8,7.49,0.73,3.48,3.39,5.69,4.81,3.24,5.37,4.23,0.83,1.13,1.35,4.57,3.95,5.29,4.28,3.34,5.64,0.69,2.36,2.11,4.12,2.86,3.62,4.01,3.53,2.78,6,2.75,1.86
July,,,,,,,5.1,1.9,5.9,4.1,2.9,3.1,3,3.4,2.8,4.9,3,2.1,0.7,2.85,2.7,2.16,2.55,4.91,2.45,2.69,2.18,2.95,5.31,5.97,4.15,1.28,3.25,1.01,3.81,4.76,2.1,1.62,4.81,1.29,9.2,2.25,4.54,,4.54,1.8,3.15,3.38,2.03,2.52,6.77,5.14,5.16,3.47,2.79,2.19,4.21,2.85,4.75,7.09,3.82,1.67,4.41,3.59,4.7,2.53,4.4,3.12,2.04,2.81,4.85,5.11,2.37,6.24,5.61,1.26,7.4,5.61,5.08,3.7,7.18
August,,,,,,,1.7,1.2,3.6,6,5.3,7.7,4.6,3,3.6,4.9,1.4,3.5,6,1.19,6.68,2.19,3.25,5.56,5.5,6.28,4.33,4.06,3.92,3.35,5.88,2.83,8.95,2.17,3.65,4.28,3.62,5.86,2.65,3.81,2.03,6.12,5.95,,6.47,4.38,4.59,8.82,5.68,5.72,8.21,5.73,1.72,2.03,4.17,1.98,3.39,2.75,4.95,3.59,1.86,7.37,5.54,7.78,3.8,3.49,7.45,0.54,5.35,4.07,6.48,6.82,5.91,6.62,7.64,1.03,11.29,6.37,6.19,0.72,5.36
September,,,,,,,,5.4,1.3,1.9,1.4,3.3,3.5,3.6,0.3,2.1,7.5,3.6,0.7,8.73,1.66,0.85,2.31,5.09,1.22,2.37,1.26,1.04,4.24,3.19,0.29,4.14,2.96,1.73,3.38,1.12,2.17,2.53,12.1,1.82,2.42,1.7,3.6,,4.84,3.9,3.11,5.89,0.57,2.43,5.1,3.92,5.75,1.75,3.92,8.97,4.65,2.63,1.62,1.53,4.71,0.78,2.56,6.53,6.85,3.39,9,3.15,3.32,0.98,8.18,3.81,4.29,3.69,6.13,3.55,4.91,6.15,5.6,0.66,3.5
October,,,,,,,9.8,3.2,1.7,4.6,3.1,5.4,7,3.5,4.2,4.2,4.8,2.3,4.4,3.62,6.11,3.22,4.84,9.96,1.9,3.4,7.77,5.64,2.31,6.11,2.82,3.75,5.37,2.38,2.69,1.37,8.57,8.14,3.42,3.15,1.21,2.63,0.95,,5.95,5.45,4.26,5.39,6.69,6.19,7.41,3.12,8.58,5.49,6.5,11.78,5.97,2.75,11.93,2.65,5.59,5.45,6.7,3.56,5.4,7.44,1.12,1.42,2.67,5.29,2.72,1.69,7.35,2.69,9.16,3.24,3.66,8.8,5.36,5.88,6.43
November,,,,,,,2.9,2.6,6.9,1.8,5.2,3.5,3.1,2.7,2.8,3.3,1.7,4.7,2.4,1.42,4.08,5.77,2.62,2.75,2.61,4.35,4.93,3.43,2.71,1.09,5.58,5.08,3.48,4.87,5.64,,3.33,3.67,1.33,2.9,2.19,2.58,3.32,,2.31,2.77,6.25,6.18,7.51,9,6.85,9.49,3.87,3.01,2.62,7.16,7.25,2.84,6.78,7.44,9.01,3.65,1.42,3.91,9.33,0.72,9.22,7,2.29,6.3,6.07,11.47,3.03,6.04,7.77,2.6,1.81,3.49,2.08,5.93,8.98
December,,,,,,,4.9,2.6,2.8,2.7,0.7,7.9,2.1,3.7,3.6,3.3,4.9,4.8,4.2,2.69,5.99,4.87,3.69,2.48,2.61,0.8,3.13,4.81,2.54,6.32,4.59,6.08,6.21,2.32,6.89,8.01,2.62,5.9,6.7,6.14,3.13,5.63,4.53,,5.25,2.91,1.14,1.69,3.74,10.05,4.23,2.56,3.3,0.67,6.7,3.74,5.75,2.93,5.41,3.74,4.53,2.66,4.4,2.78,5.38,3.48,4.37,4.24,4.45,6.72,2.88,9.06,4.67,2.37,7.95,6.93,4.9,6.49,5.41,9.47,6.08
Total,,,,,,,,25.2,33.1,35.3,34.7,42.7,38.1,31.9,37,35.3,35.8,37.7,35.6,38.4,46.37,32.41,31.5,52.06,33.18,33.02,42.95,43.5,37.94,42.26,43.52,39.96,,36.94,44.02,,39.97,38.83,44.97,,43.06,36.55,39.98,,47.02,44.29,40.57,49.48,58.84,47.63,59.65,58.17,49.6,35.68,46.45,57.88,50.13,40.17,56.63,48.78,44.07,41.49,44.06,51.39,57.49,46.15,57.74,42.83,46.06,42.29,50.87,60.84,49.09,45.76,64.97,38.03,54.71,56.07,58.77,43.35,58.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916 Feb/Mar bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917 Jan-Apr bracketed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938 Apr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
