BATH HENRIETTA PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST753652,Long,-2.3553,Lat,51.3861,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,5.03,3.27,2.01,1.62,3.8,3.2,0.61,4.26,1.23,1.24,1.17,3.27,0.83,4.57,4.88,0.58,4.13,1.55,1.46,3.33,4.56,4.03,3.03,3.79,1.76,3.91,3.43,3.93,3.04,4.29,1.31,4.15,1.82,3.03,2.59,2.14,0.86,3.81,4.23,2.97,5.15,2.19,3.73,3.28,5.42,1.65,1.66,2.27,2.26,5.97,1.1,0.53,2.74,2.68,0.78,2.41,3.07,4.4,2.42,2.6,3.9,3.58
February,,,,,,,,,,3.76,5.68,0.85,0.85,1.78,3.61,0.86,2.09,1.26,1.32,0.66,4.21,1.98,2.05,1.03,2.84,5.47,4.65,0.94,1.42,2.82,1.33,0.29,3.61,6.54,0.23,4.54,2.2,3.89,2.56,1.02,1.01,2.48,0.03,3.9,0.12,2.52,2.72,5,0.95,1.51,2.87,2.79,0.33,1.35,0.61,2.69,3.22,1.64,1.3,1.43,5.39,4.66,0.75,2.13,3.29,1.74,0.21,2.74,3.69,0.21,2.43
March,,,,,,,,,,0.94,1.27,2.49,1.79,3.83,1.86,3.64,1.69,0.7,2.72,3.41,0.71,2.72,5.68,3.42,4.05,0.94,4.46,3.33,1.01,4.73,2.34,2.09,2.96,1.28,1.32,0.88,1.06,3.32,2.77,0.19,1.95,0.72,2.03,3.04,2.72,0.92,2.33,4.49,0.09,1.58,2.38,3.75,1.72,1.07,0.44,0.87,0.68,4.95,1.15,1.39,0.8,3.35,2.69,0.68,3.81,1.15,0.88,2.19,1.27,3.07,2.43
April,,,,,,,,,,3.87,1.24,2.83,1.36,3.14,1.8,2.47,1.24,3.57,2.99,2.13,3.01,1.32,0.29,3.13,1.6,1.07,1.04,2.08,2.67,2.15,4.01,0.86,2.96,1.97,2.88,2.56,3.38,1.56,1.37,0.88,1.95,2.58,3.83,0.98,2.46,5.05,2.5,2.58,0.11,3.15,2.06,1.21,1.18,0.68,1.54,0.87,2.5,2.28,2.15,1.57,2.11,4.04,1.56,2.57,0.36,0.97,1.31,0.13,1.07,2.39,1.37
May,,,,,,,,,,1.61,2.36,1.24,2.03,5.05,1.97,0.07,1.81,2.97,1.15,1.56,1.3,0.8,1.72,2.53,1.5,2.82,2.24,2.65,1.71,0.59,1.89,2.05,0.6,1.6,4.57,4.54,2.38,0.97,1.44,1.68,1.54,2.97,4.62,1.97,1.08,1.74,0.64,2.28,1.94,0.91,1.96,1.38,4.71,2.64,1.14,2.48,3.98,3.44,4.28,3.15,2.33,2.39,4.44,1.89,2.2,4.49,0.47,2.16,2.24,2.08,1.16
June,,,,,,,,,,1.64,1.92,1.9,3.17,4.38,1.46,3.48,2.64,2.39,0.51,2.68,5.65,1.68,3.09,0.68,2.04,1.61,2.21,4.13,1.02,1.02,2.9,0.27,1.14,0.57,2.61,0,2.49,2.93,2.43,1.21,0.44,2.6,1.31,1.02,1.47,4.73,1.97,1.19,1.03,2.43,0.5,2.04,0.37,1.42,1.97,3.15,3.53,1.7,2.06,0.24,1.84,1.61,2.49,1.42,4.5,3.5,1.91,1.27,5.76,1.73,2.23
July,,,,,,,,,,0.27,1.28,2.86,1.56,3.03,2.45,0.56,1.03,4.8,2.53,1.95,1.81,0,3.63,0.45,3.07,3.92,1.15,2.58,4.55,2.46,5.49,0.61,3.96,1.11,3.55,3.77,2.84,3.03,3.33,1.71,2.44,4.21,4.5,2.89,1.76,1.47,5.84,2.76,3.09,3.88,3.43,1.65,2.79,1.92,2.01,1.29,1.06,3.19,0.81,1.22,4.4,1.06,1.47,2.8,2.52,0.83,2.98,3.27,3.51,2.92,4.13
August,,,,,,,,,,1.22,2.56,1.53,2.64,3.94,2.82,3.98,1.94,2.21,4.15,3.22,5.17,1.08,5.88,2.01,2.09,2.65,3.89,7.59,2.37,2.66,1.04,1.25,3.8,2.38,3.26,2.34,1.82,6.14,3.93,2.7,4.28,3.57,0.74,1.02,3.05,1.57,0.3,0.94,2.99,2.94,0.07,4.99,4.26,3.27,2.13,2.84,4.86,0.86,3.22,1.44,4.52,5.4,4.83,3.23,2.94,1.21,4.31,3.76,2.41,2.16,4.66
September,,,,,,,,,,3.26,0.56,2.5,1.65,2.24,1.37,1.66,0.76,0.49,2.11,3.12,0.14,1.01,0.8,3.16,1.23,1.84,1.12,2.37,6.8,1.3,1.23,1.94,1.81,2.79,3.09,3.46,1.19,5.48,1.23,0.44,3.93,1.69,4.33,2.93,2.31,5.25,3.23,2.13,3.31,1.4,1.48,0.47,1.7,3.13,2.32,2.26,3.92,1.46,2.14,1.32,4.28,3.27,3.5,3.7,3.5,1.7,3.08,3.48,4.81,0.17,4.03
October,,,,,,,,,,2.43,2.74,1.6,1.95,6.9,0.71,1.45,4.91,5.67,1.72,4.56,4.71,2.88,4.29,3.12,2.47,4.03,7,5.11,1.47,2.07,2.92,1.03,1.24,4.61,5.22,2.76,4.09,2.28,5.01,5.19,2.8,0.98,5.77,2.23,1.71,4.94,1.41,3.18,4.59,3.35,3.43,1.69,3.56,3.56,4.48,3.8,0.89,0.29,3.44,5.99,1.58,0.72,4.39,2.41,2.84,1.49,2.15,2.89,2.22,2.82,7.54
