"BURNHOPE (GRASS MERES)",,,,,,,,,,,,
Grid ref,NY825372,Long,-2.273260,Lat,54.729476,,,,,,,
Station no,3535,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.20,8.75,1.90,5.50,4.90,5.70,8.40,6.50,6.00,9.25,,
February,6.60,2.10,1.90,4.00,4.00,4.60,5.00,8.50,1.50,8.35,,
March,5.50,3.00,1.30,4.20,3.00,4.25,4.50,3.50,3.00,4.00,,
April,4.80,3.90,4.50,1.00,3.00,1.75,0.50,2.50,6.00,5.50,,
May,3.20,2.10,3.80,5.50,5.00,1.75,2.50,5.00,1.00,2.50,,
June,2.10,2.70,3.50,4.20,3.25,3.00,1.75,4.50,3.50,2.54,,
July,3.30,4.00,5.10,2.90,2.80,5.00,6.25,4.75,4.70,6.50,,
August,5.70,7.50,6.00,8.20,2.00,10.00,8.50,4.50,1.08,3.50,,
September,6.10,4.60,6.70,6.30,3.00,5.70,6.00,5.50,1.65,3.75,,
October,1.20,6.50,3.60,11.00,3.30,3.50,5.50,5.25,6.10,11.00,,
November,13.40,3.90,7.20,11.20,3.00,2.00,3.75,1.50,9.25,9.50,,
December,10.30,5.70,2.60,9.40,9.00,8.00,6.50,7.25,12.00,6.50,,
Total,66.40,54.75,48.10,73.40,46.25,55.25,59.15,59.25,55.78,72.89,,
Calc annual,66.40,54.75,48.10,73.40,46.25,55.25,59.15,59.25,55.78,72.89,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
