CLEISH CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT082979,Long,-3.479818,Lat,56.164892,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,1.06,,,,5.59,7.14,3.01,,,,,,,2.63,,,1.5,2,2.15,3.16,3.1,5.8,2.88,0.9,3,,,,,,
February,,,,,,,,,,5.35,,,,2.79,2.83,4.58,,,,,,,2.82,,,0.8,2.35,2.64,2.45,2.45,3.6,1.85,0.6,3,,,,,,
March,,,,,,,,,,4.38,,,,1.74,3.09,2.91,,,,,,,1.34,,,3,3.99,6.78,2.01,2.01,1.92,2.7,1.1,4.8,,,,,,
April,,,,,,,,,,3.05,,,,2.27,1.45,2.62,,,,,,,1.21,,,2.45,1.9,1.87,3.85,3.85,2.58,2.75,2.35,1.6,,,,,,
May,,,,,,,,,,2.16,,,,1.96,4.74,4.57,,,,,,,4.9,,,0.37,0.68,1.78,2.5,2.5,3.26,2.1,2.65,2.3,,,,,,
June,,,,,,,,,,4.92,,,,3.61,0.5,1.16,,,,,,,5.21,,,2,4.64,5.24,2.65,2.65,3.12,2.98,1.8,1.6,,,,,,
July,,,,,,,,,,4.76,,,,6.45,5.96,1.49,,,,,,,2.34,,,5.55,4.52,2.28,2,3.98,4.71,1.33,1.36,2.2,,,,,,
August,,,,,,,,,,6.76,,,,5.72,2.28,2.69,,,,,,,7.14,,,8.1,2.91,6.61,3.07,1.6,5.8,5,3.4,4.83,,,,,,
September,,,,,,,,,,4.12,,,,3.61,2.66,5.52,,,,,,,3.84,,,1.55,4.89,2.78,3.36,3.48,3.8,1.5,2.9,4.76,,,,,,
October,,,,,,,,,,2.48,,,,4.64,2.92,2.82,,,,,,,5.7,,,4.1,3.4,2,5.57,2.14,5.5,1.34,3.04,8.8,,,,,,
November,,,,,,,,,,2.02,,,,6.89,4.06,3.17,,,,,,,3.63,,,3.36,1.45,3.26,5.78,4.93,6.6,2.48,2.5,4.5,,,,,,
December,,,,,,,,,,2.07,,,,3.61,8.5,2.94,,,,,,,1.74,,,4.9,6.88,3.83,4.14,4.2,7.1,1.95,4.6,1.86,,,,,,
Total,,,,,,,,,,43.13,,,,48.88,46.13,37.48,,,,,,,42.5,,,37.68,39.61,41.22,40.54,36.89,53.79,28.86,27.2,43.25,,,,,,
