COBHAM SCALERS HILL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6894,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.84,2.05,3.32,1.28,,,,,,,,
February,0.58,0.88,1.97,4.05,,,,,,,,
March,0.91,1.52,2.02,2.14,,,,,,,,
April,3.23,1.61,3.13,2.01,,,,,,,,
May,0.68,1.23,0.70,2.76,,,,,,,,
June,1.60,0.31,1.21,1.04,,,,,,,,
July,4.16,0.33,3.20,1.13,,,,,,,,
August,1.82,1.16,2.80,2.47,,,,,,,,
September,4.28,1.38,2.98,1.71,,,,,,,,
October,0.97,1.34,1.85,5.37,,,,,,,,
November,0.86,2.09,1.53,2.34,,,,,,,,
December,2.80,1.30,3.58,2.03,,,,,,,,
Total,24.73,15.20,28.29,28.33,,,,,,,,
Calc annual,24.73,15.20,28.29,28.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
