SHERBORNE, ST JOHN WEYBROOK HOUSE,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,756,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.58,2.73,2.97,4.19,2.56,4.72,1.33,4.15,
February,,,,3.88,0.41,4.00,1.78,4.44,2.25,0.67,0.81,
March,,,,2.53,0.83,0.43,0.91,3.43,2.28,0.07,1.23,
April,,,,2.96,3.49,2.48,3.30,1.93,1.72,0.96,2.07,
May,,,,1.19,2.97,3.39,1.72,1.71,1.94,1.46,1.75,
June,,,,0.35,2.33,0.01,2.99,3.26,2.22,1.30,0.60,
July,,,,0.42,3.93,2.88,1.56,5.01,1.49,1.19,1.69,
August,,,,2.86,2.58,3.61,1.03,2.63,2.69,0.83,2.40,
September,,,,2.16,3.83,3.08,0.59,6.50,1.74,0.37,3.79,
October,,,,5.45,4.00,3.85,2.90,1.87,5.26,3.45,1.45,
November,,,,2.53,2.81,1.99,6.90,3.84,2.85,7.22,4.70,
December,,,,2.72,4.90,3.92,0.30,3.59,2.80,6.43,2.86,
Total,,,,28.63,34.81,32.61,28.17,40.77,31.96,25.28,27.50,
Calc annual,0.00,0.00,0.00,28.63,34.81,32.61,28.17,40.77,31.96,25.28,27.50,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
