"SEAL (OAK BANK RES)",,,,,,,,,,,,
Grid ref,TQ564561,Long,0.241208,Lat,51.282574,,,,,,,
Station no,382,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.14,2.67,1.19,1.87,3.78,4.65,2.17,3.18,2.61,3.39,,
February,5.52,0.92,1.67,2.28,2.38,0.75,4.36,2.56,0.14,2.33,,
March,3.97,3.19,0.34,2.90,1.64,0.97,1.49,1.76,1.85,1.50,,
April,3.04,1.71,3.06,0.33,0.22,1.52,0.23,1.68,2.68,0.82,,
May,2.13,1.04,1.77,2.12,4.47,0.60,1.84,2.03,1.30,2.10,,
June,1.63,1.36,1.99,3.31,1.84,3.09,1.55,4.11,1.18,1.80,,
July,2.83,0.70,4.06,3.13,0.63,3.80,4.26,2.18,1.88,3.01,,
August,5.72,4.06,1.76,3.63,0.99,3.39,2.83,3.58,1.10,4.61,,
September,3.68,3.37,4.06,2.31,2.79,3.08,3.40,5.50,0.20,3.18,,
October,1.37,3.22,3.42,2.69,4.62,1.63,1.90,3.34,3.23,7.43,,
November,5.20,4.96,1.55,4.92,1.27,1.13,4.01,1.71,3.54,6.05,,
December,2.69,2.56,1.05,1.97,2.63,4.13,2.38,3.18,5.46,3.97,,
Total,40.92,29.76,25.92,31.46,27.26,28.74,30.42,34.81,25.17,40.19,,
Calc annual,40.92,29.76,25.92,31.46,27.26,28.74,30.42,34.81,25.17,40.19,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
