HAWKSHEAD SCHOOL,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3029,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.89,15.21,9.39,7.77,7.56,6.88,10.84,9.31,19.05,4.26,10.12,
February,10.35,0.41,7.70,9.20,1.25,8.82,11.46,5.34,9.35,2.46,0.68,
March,9.46,11.60,4.44,2.51,2.12,2.21,4.97,6.95,7.53,1.77,4.05,
April,7.85,1.10,3.67,4.84,3.02,7.68,3.47,3.89,3.25,3.24,2.56,
May,8.76,4.89,4.09,4.14,7.52,7.53,2.96,3.24,1.39,4.42,2.66,
June,3.01,0.34,2.45,1.63,4.13,1.56,3.60,4.39,11.14,2.84,2.76,
July,5.07,3.80,8.54,6.31,6.08,1.99,5.71,3.52,11.07,7.23,4.20,
August,7.02,10.93,5.93,6.47,5.64,6.95,5.92,7.37,6.50,8.55,9.53,
September,4.31,2.73,5.05,8.89,9.59,5.52,6.97,10.16,2.81,3.39,4.96,
October,3.74,4.39,3.11,15.50,7.05,10.17,6.42,9.04,14.63,9.05,16.37,
November,3.99,4.44,4.31,9.32,5.59,2.36,11.54,10.87,20.60,15.66,8.71,
December,8.25,12.33,9.59,9.60,15.01,6.02,2.60,2.12,8.42,11.25,7.14,
Total,80.70,72.17,68.27,86.18,74.56,67.69,76.46,76.20,115.74,74.12,73.74,
Calc annual,80.70,72.17,68.27,86.18,74.56,67.69,76.46,76.20,115.74,74.12,73.74,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
