"PONTEFRACT FERN HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1481,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.24,1.67,0.30,2.29,1.26,1.34,2.70,0.20,0.80,1.05,,
February,1.75,1.51,1.80,2.50,1.93,2.17,2.00,0.30,1.30,0.98,,
March,2.13,2.97,1.50,1.06,1.10,1.50,1.93,1.80,2.48,2.50,,
April,1.75,1.37,3.30,2.08,1.53,1.87,2.30,0.64,1.88,2.80,,
May,2.63,0.58,1.50,1.13,1.20,2.00,4.32,1.69,0.28,3.54,,
June,2.52,1.41,4.01,2.44,0.98,2.07,0.83,0.16,2.48,0.62,,
July,5.79,1.90,3.36,2.50,2.00,1.15,4.07,0.51,4.37,1.44,,
August,1.80,3.73,2.15,1.20,0.69,1.17,2.25,2.05,2.10,4.25,,
September,4.31,3.60,1.80,4.15,,1.75,0.94,0.45,1.45,1.30,,
October,2.57,3.02,4.05,2.92,1.22,3.60,3.29,2.08,0.32,2.70,,
November,2.15,1.50,1.89,1.61,0.87,1.85,1.50,0.32,1.75,0.80,,
December,1.24,0.70,4.68,1.75,1.65,0.80,2.44,1.55,1.40,2.40,,
Total,28.88,23.96,30.34,25.63,,21.27,28.57,,20.61,24.38,,
Calc annual,28.88,23.96,30.34,25.63,14.43,21.27,28.57,11.75,20.61,24.38,,
Difference,0.00,0.00,0.00,0.00,NaN,-0.00,0.00,NaN,0.00,0.00,,
