BRANT RIGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NY210092,Long,-3.22053,Lat,54.471991,Elevation,695,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879
January,,,,,,,,-999,-999,-999,8.18,13.5,13.24,,,,,,,,,,,,7.1,6.97,11.25,9.16,5.12,10.12,,,16.07,,8.55,9.48,,12.1,-999,-999
February,,,,,,,,-999,-999,-999,12,,10.29,,,,,,,,,,,,4.96,5.51,4.22,7.23,8.18,9.45,14.54,,11.72,,,0.35,,-999,-999,-999
March,,,,,,,,-999,9.36,-999,-999,16.86,0.53,18,,,,,,,,,,,7.06,3.76,11.41,3.24,12.3,2.04,7.03,,8,,,,6.63,-999,2,9.9
April,,,,,,,,-999,5.84,4,-999,4.14,1.06,6,,,,,,,,,,,2.8,2.3,2.95,8.69,7,6.52,,6.16,6.45,,,,,4.71,3.15,3.45
May,,,,,,,,5.96,1.98,4.72,3.95,4.35,7.69,0.73,,,,,,,,,,,3.43,9.4,2.88,4.85,3.48,3.67,8.67,,4,,,5.43,1.4,6.85,3.3,3.37
June,,,,,,,,5.84,7.8,2.11,5.51,8.2,9.57,3.52,,,,,,,,,,,6.42,0.78,4.53,2.55,2.06,4.21,3.49,,8.85,,1.67,5.7,3.9,4.9,4.7,6.76
July,,,,,,,,2.65,8.12,10.03,9.74,8.98,7.07,14.71,,,,,,,,,,,3.65,4.1,6.88,7.53,2.14,4.1,1.88,,6.56,,5,,3,9,1.75,8.4
August,,,,,,,,7.48,9.16,9.14,8.99,8.95,10,8.7,,,,,,,,,,,6,8.91,8.6,8.02,9.3,4.06,2.63,,8.6,,,7.45,2.12,9.56,7.1,9
September,,,,,,,,9.03,4.76,3.7,4.8,5.62,4.34,6.42,,,,,,,,,,,8.8,4.41,10.86,7.1,4.45,13.1,6.07,,16.31,,8.46,5.25,9.05,3.27,8,11.25
October,,,,,,,,12.97,11.36,10.93,10.84,11.25,7.05,7.61,,,,,,,,,,,5.31,10.33,4.03,7.54,8.07,9.34,14.66,,12.41,7.33,,8.25,3.22,11.05,6.4,4.7
November,,,,,,,,12.5,9.36,-999,-999,4.08,,6.68,,,,,,,,,,,8.78,7.3,11.25,,4.83,10.4,5.9,,9.07,6.79,,8.8,7.24,15.2,3,1
December,,,,,,,,10.88,8.8,-999,-999,3.58,27.4,1.03,,,,,,,,,,,11.9,4.5,10.77,9.9,13.85,10.31,4.61,,10.64,4.7,11.73,,10,9.5,2.45,5.8
Total,,,,,,,,83.63,98.31,79.12,99.28,,,,,,,,,,,,,,76.21,68.27,89.63,,80.78,87.32,,,118.68,,,,,98.94,56.46,66.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDR 1847, 1848, 1849, 1850 months bracketed (-999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IDR 1877, 1878, 1879 months bracketed (-999)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Grid Ref. assessed from Symons' 1864 map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1851, 1852, 1853 totals removed as totals add to months with records and missing months in each year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
