EVESHAM PORT STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP041437,Long,-1.941571,Lat,52.091632,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.63,0.61,3.04,2.18,0.76,0.72,2.11,2.16,0.67,3.43,1.11,0.72,0.88,2.22,0.77,4.02,3.08,0.58,2.78,,,,,,,,,,,,,,,3.73,1.53,1.75,1.81,2.18,,,,,4.11,2.68,2.51,2.18,3.69,1.71,1.16,2.32,1.32,4.1,1.03,0.4,2.37,1.78,0.77,0.95,2.28,2.72,1.54,2.81,3.78,3.58
February,,,,,,,,2.79,1.04,2.57,4.39,1.25,1.13,1.15,3.08,0.85,1.43,0.92,0.99,0.43,2.46,1.71,1.81,0.8,1.73,2.1,,,,,,,,,,,,,,,0.34,2.06,0.69,2.83,0.34,2.02,,,,0.68,2.23,1.79,0.32,1.51,1.03,1.49,1.68,1.09,0.98,0.75,4.01,2.51,0.67,0.97,2.19,1.03,0.33,2.07,3.6,0.09,1.25
March,,,,,,,,2.93,0.34,0.26,0.6,1.59,1.41,3.01,1.23,3.2,1.02,0.58,2.12,2.49,0.76,1.64,3.11,3.59,2.57,0.73,,,,,,,,,,,,,,,1.22,0.61,1.54,2.58,1.51,0.35,,,,1.23,1.99,1.8,1.74,0.82,0.19,0.86,1.01,5.11,1.06,1.38,1.1,3.46,2.03,1.02,1.61,1.82,0.6,1.74,1.05,2.07,1.24
April,,,,,,,,1.17,1.82,2.15,0.81,2.41,2.12,1.41,0.94,1.63,0.92,2.26,2.22,2.01,2.81,0.76,0.1,2.97,0.91,0.98,,,,,,,,,,,,,,,2.56,3.22,2.77,0.84,2.22,,,,,2.69,2.25,1.17,0.97,0.64,1.52,0.92,2.53,1.63,1.89,2.15,1.81,2.94,2.11,1.98,0.4,1,1.22,0.05,0.81,2.32,1.06
May,,,,,,,,1.26,5.11,2.29,1.9,1.1,2.43,4.67,2.76,0.39,1.79,2.92,2.27,0.83,1.32,0.67,2.39,2.38,1.14,2.48,,,,,,,,,,,,,,,2.31,3.51,7.66,1.76,0.48,1.65,,,,0.76,1.92,1.64,2.65,2.46,0.75,1.91,2.99,1.31,3.28,2.72,2.12,2.56,2.55,1.63,2.21,4.76,0.69,0.75,2.29,1.75,1.29
June,,,,,,,,2.32,0.85,1.09,2.68,2.42,3.06,3.47,0.84,4.08,3.8,1.38,1.71,3.77,3.46,1.26,5.12,0.65,3.08,1.56,,,,,,,,,,,,,,,2.1,3.82,1.25,2.09,0.71,,,,,1.43,0.38,1.96,0.07,1.82,2.25,2.22,2.23,1.21,2.59,0.27,1.82,0.65,1.58,1.55,2.56,2.97,1.42,0.83,2.59,1.18,2.41
July,,,,,,,,0.64,0.88,1.02,1.74,2.96,1,2.62,1.82,0.81,1.11,2.68,2.26,2.49,2.27,0.07,4.41,1.23,4.45,3.76,,,,,,,,,,,,,,,3.27,3.09,2.44,1.09,1.34,0.39,,,,4.51,3.06,3.53,1.22,0.7,2.48,1.16,1.55,1.62,0.95,1.2,2.54,0.74,0.32,4.87,2.54,0.43,1.6,4.03,3.86,1.62,4.29
August,,,,,,,,3.98,3.54,1.32,2.9,1.87,3.31,2.85,1.55,4.78,0.83,2.8,2.96,2.27,3.61,1.53,6.75,1.1,1.08,1.67,,,,,,,,1.86,,,,,,,2.6,4.91,2.58,0.51,1.25,,,,,1.97,0.27,3.67,2.83,1.25,2.94,1.75,4.03,0.52,2.8,1.54,3.62,4.24,4.84,2.97,3.48,0.26,4.62,3.09,2.81,0.74,4.37
September,,,,,,,,2.15,0.37,3.16,0.58,1.35,3,1.61,2.83,1.36,1.15,0.52,1.19,3.4,0.67,1.56,0.33,2.05,0.82,0.57,,,,,,,,2.94,,,,,,,2.73,2.06,2.25,1.71,0.98,,,,,0.57,1.47,0.72,1.08,1.96,2.9,1.66,3.02,1.32,3.02,1.64,3.25,2.29,0.87,1.68,1.94,0.73,2.43,3.64,3.33,0.11,5.19
October,,,,,,,,1.5,2.82,2.19,2.38,1.13,2.2,5.36,0.42,1.1,4.03,5.12,2.16,3.07,2.12,1.79,2.4,2.61,1.63,2.41,,,,,,,,4.89,,,,,,,2.15,0.78,4.65,3.16,1.13,,,,,2.83,3.19,2.37,2.46,1.9,2.72,3.43,0.5,0.23,2.25,5,0.6,1.19,3.79,1.83,3.21,0.99,2.21,1.2,2.38,2.38,4.78
November,,,,,,,,1.68,1.59,1.54,1.91,0.66,1.65,1.67,1.04,2.28,2.52,1.62,0.96,0.76,3.38,2.44,1.44,2.24,2.4,1.63,,,,,,,,0.64,,,,,,,3.7,2.84,1.46,0.91,1.69,4.03,,,,3.82,5.74,2.39,1.54,1.4,3.69,0.44,4.03,1.24,1.2,2.08,4.06,5.88,2.73,0.85,5.44,1.85,0.57,2.13,2.44,2.96,4.06
