GOUDHURST-BEDGEBURY-PARK-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ717341,Long,0.449882,Lat,51.08053,Elevation,280,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,3.86,1.46,2.5,4.04,3.79,2.36,4.47,1.42,4.4,2.26,3.36,2.31,3.87,1.22,5.22,6.92,4.65,6.85,2.75,3.91,2.71,5.89,2.31,2.48,3.01,2.68,5.32,1.94,1.64,3.99,3.18,1.3,2.33,4.65,5.84,3.08,3.67,3.07,3.14
February,,,2.53,4.54,1.32,4.62,2.52,4.69,1.39,1.03,2.39,2.92,0.53,2.39,0.19,4.94,2.29,5.37,0.93,1.55,2.64,3.23,0.81,1.79,1.49,2.14,3.7,2.59,1.94,1.68,6.04,7.18,1.28,1.58,2.43,2.4,1.21,5.17,2.97,0.08,2.8
March,,,2.34,2.09,1.73,1.19,0.61,4.6,2.03,0.11,1.71,0.41,1.92,3.2,4,0.38,1.54,4.58,0.63,2.15,3.53,2.94,3.3,0.37,0.07,1.83,2.07,6.84,1.04,1.07,1.55,4.15,3.51,0.23,3.53,1.85,1.16,1.38,1.91,2.36,2.96
April,,,3.21,2.88,3.01,2.84,4.36,1.77,2.62,1.21,1.95,3.61,2.49,1.27,2.64,4.07,2.31,2.89,0.59,2.91,1.81,1.54,1.51,1.51,1.45,1.27,1.9,2.21,1.59,1.88,3.18,2.65,1.9,2.43,0.66,0.28,1.03,0.36,1.59,3.1,1.03
May,,,0.83,4.07,4.06,3.13,1.96,0.84,2.03,1.87,2.67,2.86,2.93,2.32,0.73,1.84,0.29,2.45,2.75,2.73,1.3,2.33,3.61,3.14,0.78,2.4,2.68,1.61,2.03,1.57,1.8,2.6,1.77,1.47,2.37,5.09,0.46,1.39,2.25,1.3,2.48
June,,,1.3,0.67,2.46,0.23,3.27,4.83,3.27,1.2,1.09,1.41,1.82,2.1,0.97,2.34,3.53,2.26,1.18,1.67,0.64,2.25,0.25,1.6,1.47,1.07,3.07,3.39,2.66,0.8,1.44,1.56,0.98,2.42,3.62,2.07,2.34,1.45,4.41,0.79,1.69
July,,,3.47,0.82,4.12,3.68,1.92,3.49,1.43,0.99,3.37,2.3,3,2.79,0.74,0.84,4.53,0.84,2.13,2.66,3.7,5.26,2.01,1.77,3.69,2.31,2.14,1.54,1.59,0.24,2.58,2.22,0.79,3.2,3.58,1.21,4.34,4.64,2.46,2.17,4.18
August,,,2.69,3.05,2.21,1.75,2.47,4.46,1.78,2.45,3.61,4.81,1.15,1.31,2.04,4.28,1.34,3.56,2.33,1.93,0.06,4.08,2.42,1.29,3.72,2.54,6.59,0.16,4.11,1.22,3.11,4.24,4.17,2.05,3.36,1.45,5.27,2.75,5.03,1.2,5.38
September,,,3.62,2.1,2.8,2.72,0.84,4.72,0.53,0.49,4.51,1.95,2.89,3.4,1.85,5.09,2.34,1.77,3.58,0.66,1.78,0.26,2.5,1.58,2.85,1.18,3.15,1.49,2.48,2.29,3.24,4.12,4.03,4.59,2.84,2.95,3.2,3.38,3.34,0.15,3.6
October,,,2.57,7.47,4.58,4.85,3.02,2.39,6.8,4.64,1.99,0.7,7.69,1.71,2.19,4.26,2.28,4.16,4.96,7.78,5.45,1.9,3.71,3.23,4.75,3.36,1.5,0.68,2.46,7.62,0.51,1.77,3.83,3.51,3.94,5.64,1.65,1.63,3.93,3.51,8.65
November,,,1.08,,3.63,3.72,7.9,2.83,4.31,8.15,6.45,5.86,1.55,1.36,3.67,6.97,5.48,1.41,4.2,6.71,8.46,4.01,1.49,1.92,6.05,0.44,6.39,1.43,1.82,4.27,7.51,6.01,4.85,2,7.32,1.46,1.13,3.69,1.6,5.5,7.83
December,,2.7,3.71,3.26,4.8,4.61,0.65,5.44,3.82,8.96,3.08,0.63,0.78,0.76,8.39,4.83,3.76,4.54,4.14,1.54,2.29,2.6,3.44,2.29,3.04,4.34,3.44,3.25,4.02,1.81,2.98,3.8,3.68,0.93,2.14,3.47,5.03,2.83,4.37,8.2,4.87
Total,,,31.21,,37.22,37.38,33.31,42.42,34.48,32.52,37.22,29.72,30.11,24.92,31.28,41.06,34.91,40.75,32.07,39.14,34.41,34.31,27.76,26.38,31.67,25.36,39.64,27.87,31.06,26.39,35.58,44.29,33.97,25.71,38.12,32.52,32.66,31.75,37.53,31.43,48.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920 Jan-Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 Jan-Nov estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923 Nov estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 May IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
