BRADFORD (BRAYSHAW RESERVOIR),,,,,,,,,,,,
Grid ref,SE122306,Long,-1.816379,Lat,53.771601,,,,,,,
Station no,3265,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.75,4.12,1.34,3.30,2.18,5.98,3.16,3.50,3.12,5.90,,
February,3.05,1.14,2.05,3.15,2.75,1.86,3.18,6.26,0.35,2.62,,
March,4.40,2.33,1.98,2.20,2.55,1.58,3.23,2.25,1.42,2.37,,
April,1.65,2.10,2.75,0.52,1.13,2.88,0.32,1.00,3.73,1.96,,
May,4.55,1.89,1.96,3.19,2.70,1.17,1.53,4.21,1.41,1.53,,
June,1.52,2.35,3.75,2.22,2.40,3.44,1.73,5.68,2.69,1.08,,
July,3.27,1.67,3.58,3.16,0.70,5.96,3.53,4.70,3.20,5.04,,
August,5.04,4.13,3.95,7.88,0.83,8.98,5.14,2.90,0.72,5.74,,
September,2.32,3.69,3.17,3.99,1.58,4.42,4.74,4.01,0.32,3.25,,
October,1.45,4.60,1.84,6.38,2.32,1.96,4.26,3.53,4.42,6.85,,
November,8.67,2.10,4.45,5.79,2.52,1.67,2.42,1.12,4.57,6.99,,
December,6.15,3.55,2.15,6.40,5.06,5.02,4.15,4.75,6.48,4.37,,
Total,45.82,33.67,32.97,48.18,26.72,44.92,37.39,43.91,32.43,47.70,,
Calc annual,45.82,33.67,32.97,48.18,26.72,44.92,37.39,43.91,32.43,47.70,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
