"BRADFORD BRAYSHAW RESERVOIR",,,,,,,,,,,,
Grid ref,SE124305,Long,-1.813348,Lat,53.770697,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.72,2.73,2.67,3.21,3.42,1.51,5.31,1.98,2.87,2.22,,
February,4.91,1.66,1.69,3.91,4.61,1.88,2.79,2.48,2.69,1.16,,
March,1.03,3.05,1.72,4.67,2.49,2.70,2.90,3.35,3.96,3.77,,
April,1.86,2.19,2.16,2.02,2.46,2.67,1.24,2.29,2.83,3.35,,
May,1.47,1.43,3.20,3.46,3.26,0.71,3.05,3.55,2.24,2.47,,
June,3.42,1.07,2.26,1.24,1.46,2.61,1.72,5.24,1.68,2.57,,
July,4.35,1.92,3.09,3.92,2.83,1.58,2.59,2.25,4.05,4.51,,
August,7.18,2.26,3.74,3.95,4.51,5.56,2.98,2.60,3.01,2.74,,
September,0.81,1.33,2.17,4.69,0.70,2.00,0.92,0.80,3.30,3.41,,
October,5.20,2.05,4.04,11.27,0.94,2.96,6.12,6.00,1.92,3.67,,
November,4.41,6.07,2.77,2.29,3.08,4.56,4.56,3.34,2.17,1.35,,
December,4.77,5.92,3.87,2.12,2.58,0.94,3.80,3.99,2.02,5.88,,
Total,44.13,31.68,33.38,46.75,32.34,29.68,37.98,37.87,32.74,37.10,,
Calc annual,44.13,31.68,33.38,46.75,32.34,29.68,37.98,37.87,32.74,37.10,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
