BREDON (BREDON HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO922369,Long,-2.1138623,Lat,52.031127,Elevation,92,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,2.18,3.43,2.76,2.54,2.68,1.27,3.65,1.75,3.04,2.95,4.17,0.96,4.35,1.28,2.31,2.11,2.13,0.8,3.26,3.06,2.33,4.4,2.83,3.08,2.38,4.73,1.92,1.45,1.94,1.52,4.53,1.21,0.46,2.35,1.71,0.53,1.07,2.38,3.37,2.18,1.81,3.64,
February,,,,,,,,,0.82,2.8,0.7,0.19,3.2,3.87,0.51,2.86,2.24,2.87,1.73,0.67,0.67,2.12,0.33,2.85,0.5,1.81,2.23,3.71,0.64,0.86,2.09,2.4,0.52,1.6,0.88,1.42,1.6,0.77,0.88,0.88,3.71,2.83,0.6,1.52,2.19,1.18,0.5,2.53,3.15,0.11,
March,,,,,,,,,1.48,4.08,3.44,1.41,1.85,2.01,1.22,0.45,0.54,2.11,3.26,0.08,1.72,0.1,1.53,2.46,1.76,0.59,1.82,3.2,0.24,1.7,1.27,2.17,1.95,1.17,0.3,0.92,0.97,4.12,1.16,1.32,1,3.87,2.02,1.16,1.74,1.83,0.51,2.15,1.06,2.6,
April,,,,,,,,,2.63,2,3.43,1.14,2.34,2.68,3.06,2.01,2.65,1.56,0.88,1.16,2.73,2.98,3.07,1,2.01,3.77,2.18,2.36,0.17,2.55,2.21,1.08,1.19,0.74,1.16,1.07,2.06,2.11,1.84,2.1,1.97,2.91,1.96,2.64,0.32,1.34,1.2,0.03,0.79,2.49,
May,,,,,,,,,1.2,1.39,1.54,1.67,0.72,2.05,6.14,2.45,4.28,0.98,1.14,1.86,1.67,3.91,6.42,2.53,1.02,1.4,0.81,1.95,1.23,0.73,2.22,1.66,2.59,2.65,0.64,2.29,2.91,2.03,2.91,1.84,1.8,3.17,3.07,1.78,2.44,4.74,0.96,1.09,2.57,0.57,
June,,,,,,,,1.92,0.83,1.01,3.16,0.33,0.78,0.26,2.32,0.04,1.35,2.37,2.61,1.38,1.01,4.8,1.19,2.66,0.59,3.16,3.55,1.65,0.86,1.41,0.99,2.5,0.13,1.8,1.97,2.53,2.19,1.25,1.5,0.41,2.14,0.55,1.72,1.84,2.6,3.53,1.38,1.09,3.45,1.43,
July,,,,,,,,1.96,3.11,1.79,3.54,0.38,3.78,2.2,3.51,2.68,1.93,3.76,2.07,1.6,2.99,3.36,1.89,1.02,0.61,0.58,4.98,4.67,2.37,4.05,2.94,3.27,1.25,0.73,3.05,1.73,1.39,1.56,0.87,1.32,3.14,0.9,0.56,2.82,1.98,0.67,2.22,3.6,2.81,1.1,
August,,,,,,,,4.6,1.19,2.13,1.11,3,2.47,2.14,4.06,1.59,1.83,3.06,2.36,1.61,2.76,3.93,6.51,0.44,2.11,1.24,0.34,1.22,2.69,2.69,0.26,3.65,2.73,1.28,3.19,1.82,4.54,0.91,2.78,1.45,4.38,4.48,4.41,2.7,3.82,0.36,4.03,3.53,1.65,1.1,
September,,,,,,,,2.11,5.42,1.72,2.57,1.44,1.94,2.15,4.51,4,0.97,4.74,0.77,0.4,3.03,3.1,3.46,1.82,2.01,3.05,2.86,2.15,2.46,0.61,0.95,0.57,1.63,1.59,2.05,1.82,2.93,1.76,2.78,2.31,3.03,2.08,1.44,2.57,1.98,1.3,2.86,3.86,3.77,0.14,
October,,,,,,,,2.71,1.11,2.16,2.07,1.84,0.51,5.2,3.92,2.95,2.83,1.57,4.36,4.08,2.09,0.69,4.61,3.85,1.15,3.34,1.53,2.07,2.08,3.51,3.72,2.05,2.26,1.94,2.75,2.98,0.54,0.29,2.44,5.14,0.69,1.38,4.79,1.63,2.95,0.92,1.73,1.23,2.61,1.87,
November,,,,,,,,0.94,1.54,1.63,0.49,1.66,1.33,1.47,2.38,1.13,5.14,2.61,2.37,7.09,3.96,3.64,1.6,0.76,2.4,4.41,2.13,2.47,2.49,3.74,3.92,2.39,1.41,1.27,3.75,0.31,4.31,1.93,0.99,2.46,4.41,5.7,3.21,0.77,4.9,2.98,0.89,1.7,2.96,3.85,
December,,,,,,,,1.13,2.08,3.1,1.67,1.53,3.06,2.41,2.6,2.61,0.45,3.07,2.31,5.13,3.48,0.89,1.28,0.39,5.13,3.03,2.74,1.93,2.51,1.57,1.65,1.43,2.88,1.07,1.88,4.04,2.08,1.45,2.8,1.4,1.43,1.54,2.51,0.97,1.88,2.23,2.51,2.06,2.67,4.99,
Total,,,,,,,,,23.59,27.24,26.48,17.13,24.66,27.71,37.88,24.52,27.25,31.65,28.03,26.02,30.46,30.8,34.2,21.89,21.42,27.18,28.43,30.44,20.07,27.82,25.05,26.25,20.92,20.57,23.54,22.38,27.46,19.7,25.48,21.84,28.16,31.76,28,20.93,27.87,23.46,22.16,25.05,29.3,23.89,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elevation changed to that of NGR, recorded as 120 ft on record.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earlier records at at The Croft but observer and elevation remain the same throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
