"BATTERSEA PARK",,,,,,,,,,,,
Grid ref,TQ276768,Long,-0.164069,Lat,51.475779,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.15,3.60,0.68,1.51,0.92,,
February,,,,,,0.68,1.73,1.47,1.37,0.42,,
March,,,,,,3.59,1.03,0.92,2.47,3.27,,
April,,,,,,1.46,0.62,3.28,2.50,1.73,,
May,,,,,,1.00,1.30,1.89,2.00,1.66,,
June,,,,,,4.42,3.18,3.40,1.92,3.16,,
July,,,,,1.79,1.98,0.52,1.11,3.49,3.32,,
August,,,,,1.05,2.99,0.90,1.88,2.90,1.66,,
September,,,,,1.84,1.69,1.73,0.66,1.25,2.43,,
October,,,,,1.74,1.01,3.41,2.97,2.55,4.19,,
November,,,,,1.82,3.28,4.24,2.10,0.59,0.75,,
December,,,,,2.05,0.89,2.09,3.41,2.03,1.68,,
Total,,,,,,24.14,24.35,23.77,24.58,25.19,,
Calc annual,0.00,0.00,0.00,0.00,10.29,24.14,24.35,23.77,24.58,25.19,,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,-0.00,0.00,,
