"BEARSTEAD (THURNHAM P.S.)",,,,,,,,,,,,
Grid ref,TQ816559,Long,0.602073,Lat,51.273308,,,,,,,
Station no,359/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.11,2.21,1.05,1.91,4.24,4.63,2.00,3.48,2.51,3.37,,
February,7.23,1.10,1.31,2.23,2.45,1.25,3.49,2.60,0.14,1.92,,
March,3.68,4.27,0.23,3.09,1.72,0.55,1.07,1.84,1.56,2.32,,
April,2.27,1.59,1.81,0.26,0.35,1.18,0.23,1.80,2.37,0.62,,
May,2.21,0.97,2.21,1.95,3.95,0.35,1.49,2.16,0.64,2.07,,
June,1.96,0.60,2.14,3.38,2.50,2.03,2.26,4.11,1.11,1.41,,
July,2.32,0.82,3.96,2.91,2.07,3.50,3.29,1.97,2.41,3.06,,
August,4.43,3.63,2.07,2.85,2.68,3.12,2.43,4.57,0.83,3.89,,
September,3.77,3.49,2.64,1.55,2.25,2.25,2.74,2.75,0.29,3.41,,
October,1.00,2.48,2.23,1.93,5.54,1.03,1.12,3.26,2.54,6.63,,
November,4.04,5.27,1.33,5.63,1.19,0.90,3.32,1.61,3.64,5.76,,
December,2.94,2.73,1.25,1.84,2.16,3.00,3.35,3.55,5.37,3.78,,
Total,38.96,29.16,22.23,29.53,31.10,23.79,26.79,33.70,23.41,38.24,,
Calc annual,38.96,29.16,22.23,29.53,31.10,23.79,26.79,33.70,23.41,38.24,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
