"WYRESDALE ABBEYSTEAD RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3063,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.37,8.14,4.63,5.82,4.39,4.01,7.26,5.19,12.90,2.71,6.57,
February,3.23,0.47,6.77,9.02,1.39,6.40,5.56,3.78,6.13,1.37,0.48,
March,6.10,5.66,2.91,1.93,1.91,2.00,2.14,4.74,4.67,1.55,3.69,
April,7.06,2.13,2.46,4.11,2.20,3.48,2.24,2.95,1.96,2.22,2.35,
May,7.26,3.23,2.35,4.42,5.38,4.91,3.33,2.19,0.78,3.05,1.41,
June,2.81,0.81,3.90,1.58,4.11,0.88,4.74,5.12,8.58,2.30,2.56,
July,7.02,1.87,7.36,6.56,4.27,3.88,4.99,6.02,6.61,4.99,4.49,
August,2.53,7.39,6.18,7.36,7.74,5.60,4.82,8.22,7.72,7.11,8.51,
September,3.36,1.88,6.24,6.23,6.86,4.80,6.44,9.14,2.55,3.17,3.16,
October,1.52,2.94,1.69,7.93,5.52,7.18,4.44,5.35,7.94,8.72,8.57,
November,3.12,3.06,4.37,8.21,4.09,3.06,8.64,6.41,7.79,9.05,6.19,
December,4.19,7.64,6.84,5.97,7.99,3.17,1.87,1.86,4.15,9.78,5.32,
Total,53.57,45.22,55.70,69.14,55.85,49.37,56.47,60.97,71.78,56.02,53.30,
Calc annual,53.57,45.22,55.70,69.14,55.85,49.37,56.47,60.97,71.78,56.02,53.30,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
