DUNFERMLINE FORDELL HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT1495485215,Long,-3.367051,Lat,56.05221,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,1.81,3.2,2.4,1.42,2.72,2.1,3.4,3.57,3.45,5.2,3.15,1.97,2.91,3.01,4.23,2.25,5.36,1.09,3.14,1.84,4.11,2.8,1.73,1.31,4.52,2.79,4.26,3.76,1.98,2.78,3.77,3.28,,,,,,,
February,,,2.07,1.42,2.02,2.9,3.98,0.55,3.21,2.22,2.84,0.33,2.42,3.81,0.94,3.72,4.4,1.65,3.05,1.42,1.14,2.85,0.09,2.47,0.46,1.79,3.32,3.89,0.7,,0.92,3.87,1.49,1.28,,,,,,,
March,,,3.88,3.24,3.86,1.99,3.92,1.86,0.99,2,2.47,3.18,1.67,0.8,1.06,2.18,1.73,2.14,3.02,0.45,2.25,1.52,2.85,1.14,3.93,1.57,2.25,2.5,0.97,3.25,3.1,2.79,1.78,2.01,,,,,,,
April,,1.17,0.29,2.23,1.14,1.06,2.45,2.35,0.62,2.75,1.77,0.69,1.74,2.76,1.48,2.87,1.74,1.78,1.19,1.7,1.5,2.41,2.1,1.37,5.72,3.89,1.35,1.78,0.18,1.5,3.1,1.7,2.72,0.96,,,,,,,
May,,1.17,1.5,2.22,2.17,1.31,4.4,1.8,3.57,0.62,2.82,2.08,1.88,1.1,5.78,4.76,2.79,2.21,1.49,2.85,1.37,3.34,3.08,2.31,1.51,0.6,0.86,2.45,4.79,0.96,1.27,3.23,2.12,4.35,,,,,,,
June,,1.64,3.95,1.49,1.8,1.95,2.97,1.66,0.8,1.51,1.66,0.4,2.01,1.53,2.02,0.47,3.28,3.52,4.57,1.99,1.83,5.13,1.58,1.56,2.71,2.43,1.26,2.1,4.02,1.22,0.47,0.6,1.46,2.69,,,,,,,
July,,1.74,2.43,0.78,3.41,3.53,5.8,1.55,3.89,1.29,3.13,2.52,3.59,3.29,4.28,1.87,4.18,2.76,2.39,3.1,3.98,5.04,2.7,5.56,4.05,1.4,3.98,4.68,3.07,4.52,5.83,3.77,2.88,1.61,,,,,,,
August,,0.99,4.56,1.43,2.61,4.15,3.92,5.62,2.35,2.57,4.4,4.75,2.32,5.23,3.7,3.21,2.07,7.63,6.44,4.26,6.22,3.34,0.36,0.87,3.56,2.59,2.3,4.43,1.19,0.83,0.92,3.75,2.28,5.67,,,,,,,
September,,1.27,3.05,2.28,0.78,2.16,1.42,1.15,3.73,2.2,1.76,1.55,2.72,2.2,3.28,3.78,4.13,6.51,2.94,0.59,4.27,1.54,3.14,1.48,2.6,4.38,3.18,1.26,3.01,2.13,2.5,1.08,2.93,2.65,,,,,,,
October,,2.49,2.42,1.47,1.78,3.35,5.28,3.03,3.05,1.85,1.14,3.99,1.86,2.8,3.52,2.57,4.67,4.61,4,3.37,3.67,2.13,6.21,2.73,3.76,6.08,1.92,3.61,5.98,1.73,3.79,3.2,2,3.49,,,,,,,
November,,4.37,1.93,2.28,3.55,1.34,3.93,3.77,1.88,5.86,2.48,1.76,1.84,2.7,1.97,1.12,5.28,1.77,3.01,4.53,3.86,5.37,1.64,1.64,0.71,3.74,2.06,0.45,4.44,4.31,3.33,1.97,0.33,1.22,,,,,,,
December,,2.35,3.45,2.27,4.78,5.8,3.5,2.16,2.12,4.42,3.56,3.49,2.24,3.22,3.74,2.83,0.57,2.24,3.35,3.7,2.34,1.36,5.87,1.19,3.74,1.51,2.77,3.18,2,1.19,2.11,1.07,1.91,1,,,,,,,
Total,,,31.34,24.31,30.3,30.96,44.29,27.6,29.61,30.86,31.48,29.94,27.44,31.41,34.68,32.39,39.07,39.07,40.81,29.05,35.57,35.87,33.73,25.12,34.48,31.29,29.77,33.12,34.61,,29.32,29.81,25.67,30.21,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911 Gauge moved 1st April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 F+T deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
