LEEDS OLIVER HILL HORSFORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE243372,Long,-1.632279,Lat,53.830499,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,,,,,,,,,,,1.35,0.21,0.47,3.38,4.45,4.25,1.71,4.71,1.95,0.97,0.95,3.36,1.6,1.64,0.91,3.29,3.87,1.17,2.07,1.27,3.57,4.14,2.12,,,,,,,,
February,,,,,,,,,,,,,,,,,,,,3.17,2.45,4.17,1.88,2.34,2.86,2.51,0.7,0.72,1.13,1.39,1.19,0.04,2.9,3.46,4.52,0.47,0.53,1.55,3.2,1.92,4.62,1.35,,,,,,,,
March,,,,,,,,,,,,,,,,,,,,1.75,2.3,4.09,2.78,1.36,2.01,1.63,2.37,1.7,3.94,3.02,1.96,1.47,1.83,0.62,1.61,2.4,4.84,4.45,1.85,1.27,0.79,2.21,,,,,,,,
April,,,,,,,,,,,,,,,,,,,,2.74,2.59,1.85,4.15,3.54,2.31,1.65,2.05,0.74,3.19,2.9,0.81,1.87,1.61,0.83,2.26,1.98,4.14,3.76,2.65,1.98,1.05,2.56,,,,,,,,
May,,,,,,,,,,,,,,,,,,,,1.46,2.6,1.45,1.23,1.26,1.06,2.3,5.67,2.17,0.85,2.71,3.38,1.96,3.16,2.45,1.5,0.38,0.82,2.49,2.03,3.32,1.32,0.93,,,,,,,,
June,,,,,,,,,,,,,,,,,,,,4.61,2.55,2.41,3.66,3.93,1.09,2.99,1.01,0.07,3.22,0.34,2.94,1.02,4.34,1.44,2.71,4.28,4.97,4.38,2.35,1.51,2.78,0.74,,,,,,,,
July,,,,,,,,,,0.54,,,,,,,,,,3.58,5.29,2.64,3.99,4.45,4.67,1.1,4.39,1.84,4.71,1.7,1.88,2.8,1.29,4.15,3.1,5.87,3.15,1.7,0.82,2.32,3.64,1.36,,,,,,,,
August,,,,,,,,,,1.8,,,,,,,,,,4.45,1.44,4.65,2.05,2.73,1.16,1.01,2.22,1.31,2.25,3.43,4.43,4.05,2.82,1.65,2.5,2.13,1.86,5.39,3.05,1.37,4.49,1.28,,,,,,,,
September,,,,,,,,,,4.73,,,,,,,,,,1.28,3.76,3.28,2.14,5.29,2.03,3.48,1.52,3.21,0.72,1.24,1.82,1.83,1.77,1.6,0.67,0.84,5.12,3.38,0.65,3.76,0.57,1.08,,,,,,,,
October,,,,,,,,,,1.98,,,,,,,,,,0.91,5.44,3.39,4.25,3.62,1.44,5.56,4.73,2.21,0.53,3.86,0.98,4.3,9.8,2.29,4.98,3.66,3.29,2.53,4.25,2.38,3.35,1.93,,,,,,,,
November,,,,,,,,,,1.92,,,,,,,,,,1.52,2.53,3.46,3.72,3.32,1.31,2.28,1.98,2.26,6.04,1.11,3,3.32,2.23,2.08,1.6,3.38,1.67,3.49,2.26,0.95,3.22,4.01,,,,,,,,
December,,,,,,,,,,4.78,,,,,,,,,,1.5,4.42,3.09,4.16,1.67,2.58,0.75,4.15,1.94,1.81,1.69,1.07,4.88,0.52,3.25,1.65,3.01,2.99,4.1,2.59,2.77,3.19,5.21,,,,,,,,
Total,,,,,,,,,,,,,,,,,,,,28.32,35.58,34.95,37.39,37.96,26.77,26.97,35.5,20.12,29.36,24.34,26.82,29.14,33.91,24.73,30.39,32.27,34.55,39.29,26.97,27.12,33.16,24.78,,,,,,,,
