"LEEDS OLIVER HILL HORSFORTH",,,,,,,,,,,,
Grid ref,SE243372,Long,-1.632279,Lat,53.830499,,,,,,,
Station no,RR1864,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.14,2.12,,,,,,,,,,
February,4.62,1.35,,,,,,,,,,
March,0.79,2.21,,,,,,,,,,
April,1.05,2.56,,,,,,,,,,
May,1.32,0.93,,,,,,,,,,
June,2.78,0.74,,,,,,,,,,
July,3.64,1.36,,,,,,,,,,
August,4.49,1.28,,,,,,,,,,
September,0.57,1.08,,,,,,,,,,
October,3.35,1.93,,,,,,,,,,
November,3.22,4.01,,,,,,,,,,
December,3.19,5.21,,,,,,,,,,
Total,33.16,24.78,,,,,,,,,,
Calc annual,33.16,24.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
