NOTTINGHAM-COLWICK-HILL-RES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK596399,Long,-1.114334,Lat,52.953176,Elevation,314,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.47,4.3,1.06,3.17,1.68,1.15,1.76,1.93,0.83,3.3,2.88,2.14,3.93,1.53,2.63,2.33,3.89,2.51,1.47,1.9,1.56,4.25,0.91,1,2.03,1.59,0.85,1.13,1.91,2.96,1.42,2.64,2.79,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.8,1.77,0.55,0.43,2.17,0.38,2.01,0.42,1.98,1.65,3.47,0.59,0.85,2.49,1.61,0.88,0.42,2.35,2.12,3.04,1.22,1.22,0.68,4.23,2.8,0.4,1.23,2.01,1.45,0.53,1.93,2.81,0.15,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.4,1.45,0.09,2.08,0.12,1.32,2.78,2,0.71,1.32,1.71,0.15,1.55,1.85,2.81,1.51,0.61,0.51,0.76,0.78,4.45,0.51,1.27,0.75,2.71,2.27,1,1.9,2.3,0.71,2.11,1.33,1.39,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.97,0.64,1.13,2.83,3.08,2.37,1.27,1.97,2.74,1.61,2.29,0,1.76,2.76,1.24,1.05,0.72,2.01,1.55,1.45,1.91,1.17,1.89,2.14,1.75,1.88,1.89,0.29,1.12,1.56,0.19,0.71,2.31,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,0.93,1.53,1.25,1.92,2.93,5.81,1.42,0.91,0.33,0.82,2.6,1.88,0.99,1.45,1.78,3.13,2.98,1.52,1.74,1.24,1.37,1.99,2.52,1.81,2.98,2.97,1.92,2.78,3.49,0.51,1.2,1.89,0.49,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,3.85,2.37,1.21,1.66,2.83,0.53,1.84,0.53,2.64,2.77,0.51,0.86,1.69,1.03,0.68,0.59,1.43,1.51,2.14,3.46,1.47,2.03,0.65,1.43,1.37,2.45,3.9,3.36,3.72,3.19,1.43,4.3,0.99,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.66,1.32,1.29,4.9,4.12,4.53,2.01,1.8,0.25,6.24,2.88,2.66,4.07,3.58,3.6,2.39,0.52,2.4,2.52,1.97,1.48,1.04,4.41,1.84,0.81,0.31,2.05,1.9,1.45,2.96,2.28,4.01,1.54,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,3.59,2.51,2.11,2.6,3.67,2.31,0.66,1.93,1.83,0.71,0.21,2.16,2.19,0.08,4.35,1.71,1.72,3.46,1.94,3.38,0.15,3.43,1.91,3.48,5.29,1.93,1.73,4.32,0.3,5.3,3.16,1.81,0.42,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,4.38,0.35,0.59,3.2,2.17,1.63,1.25,1.85,4.81,2.33,0.86,2.34,0.51,0.47,0.61,0.96,2.2,2.97,1.67,3.17,1.22,2.72,1.28,2.68,1.17,0.81,1.33,2.29,0.5,1.82,5.18,2.13,0.26,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,2.1,3.79,2.53,2.16,0.57,2.87,3.4,1.08,2.59,1.23,3.25,2.46,2.58,3.96,2.45,1.9,1.88,2.24,3.1,1.27,0.31,1.98,4.84,0.52,0.89,2.51,2.23,3.15,1.38,1.19,1.23,2.11,1.98,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
