"GREAT BARFORD HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1182,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.04,2.17,2.08,1.42,2.10,0.78,1.86,1.87,3.03,1.27,2.05,
February,0.29,0.41,1.63,2.84,0.48,2.19,2.64,2.68,1.17,0.78,0.42,
March,1.44,0.68,1.09,1.81,0.50,1.01,0.25,1.79,1.19,0.05,1.43,
April,3.20,1.03,2.61,1.84,2.17,1.45,3.42,1.70,1.06,1.33,1.35,
May,1.48,0.91,1.65,1.21,3.83,2.15,2.09,0.57,1.43,1.54,2.93,
June,1.65,0.95,1.18,0.48,1.56,0.09,2.11,2.21,2.42,0.99,0.57,
July,3.16,0.10,3.81,2.86,3.14,2.47,2.13,1.95,1.65,1.41,2.78,
August,0.87,1.37,2.62,2.50,1.83,3.01,0.65,3.17,1.68,0.62,2.91,
September,2.10,1.34,2.15,2.75,2.64,2.97,2.12,4.17,0.44,0.23,3.15,
October,0.94,1.08,0.51,3.49,3.62,2.84,1.92,1.35,2.25,2.85,1.01,
November,0.99,2.16,0.78,1.19,2.38,1.37,3.20,1.96,1.74,4.49,3.02,
December,1.77,1.16,2.18,1.65,2.68,1.35,0.45,2.66,2.13,3.33,2.06,
Total,19.93,13.36,22.29,24.04,26.93,21.68,22.84,26.08,20.19,18.89,23.68,
Calc annual,19.93,13.36,22.29,24.04,26.93,21.68,22.84,26.08,20.19,18.89,23.68,
Difference,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,
