"LICHFIELD ST JOHN STREET",,,,,,,,,,,,
Grid ref,SK116092,Long,-1.829856,Lat,52.680376,,,,,,,
Station no,2342,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.10,3.51,1.08,0.75,1.17,,
February,,,,,,0.74,2.16,1.35,1.34,0.50,,
March,,,,,,2.74,1.42,1.24,2.79,3.35,,
April,,,,,,2.03,1.11,1.56,2.87,1.65,,
May,,,,,,0.30,2.47,3.70,3.02,1.37,,
June,,,,,,3.04,2.01,2.16,1.94,4.23,,
July,,,,,,2.88,1.89,3.20,2.30,2.87,,
August,,,,,,4.24,1.09,2.70,3.33,2.10,,
September,,,,,,1.58,1.52,0.81,2.03,1.74,,
October,,,,,,1.35,4.29,4.20,1.80,3.65,,
November,,,,,,2.29,2.67,2.23,1.93,0.77,,
December,,,,,,0.75,2.36,2.98,2.51,4.62,,
Total,,,,,,23.04,26.50,27.21,26.61,28.02,,
Calc annual,0.00,0.00,0.00,0.00,0.00,23.04,26.50,27.21,26.61,28.02,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
