BISHOPS-CASTLE-MORE-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO342915,Long,-2.97111,Lat,52.517393,Elevation,602,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,,2.38,2.76,5.57,4.39,2.64,4.15,1.71,5.56,2.23,1.86,0.62,0.92,2.82,4.47,3.45,2.39,4.6,2.28,,,,,,,,,,,,,,,,2.34,2.51,0.64,4.05,1.44,1.03,1.21,2.14,0.63,2.94,4.61,1.25,4.38,0.98,1.34,2.81,3.16,3.59,2.5,3.88,1.34,2.77,,,,,,5.17,2,3.65,,,,,,,,
February,,,,,,,,,,,2.21,1.28,4.01,1.2,2.81,2.46,3.15,2.88,1.48,3.12,3.47,4.18,2.96,5.04,4.21,3.53,1.08,0.6,,,,,,,,,,,,,,,,1.88,4.27,0.95,2.1,1.49,1.24,0.91,2.6,1.77,1.28,1.48,3.37,5.56,4.23,1.09,1.8,2.22,1.51,0.4,3.15,6.75,0.38,,,,,,0.79,2.85,0.18,,,,,,,,
March,,,,,,,,,,1.33,1.85,1.43,2.7,3.2,1.21,1.35,3.41,2.56,1.32,1.48,1.73,2.08,2.01,1.05,2.88,1.34,2.75,1.66,,,,,,,,,,,,,,,,4.26,1.39,3.77,1.27,0.87,3.93,3,0.82,1.52,4.51,5.14,3.08,0.46,3.4,2.11,1.25,4.67,3.32,1.55,2.37,1.67,1.48,,,,,,3.03,0.42,2.64,,,,,,,,
April,,,,,,,,,,1.33,0.83,2.27,3.12,1.25,1.5,1.76,3.19,2.65,1.6,2.25,2.15,1.03,3.77,1.54,1.24,3.35,1.73,1.38,,,,,,,,,,,,,,,,1.65,1.17,1.75,0.86,2.79,3.09,2.23,2.22,1.17,0.28,4.74,1.19,1.53,1.38,1.52,1.84,1.76,4.72,1.21,2.33,2.14,3.94,,,,,,3.54,3.14,3.62,,,,,,,,
May,,,,,,,,,,3.98,1.11,0.98,2.51,2.07,2.31,2.41,0.6,3.31,4.92,2.26,2.77,1.63,2.91,2.21,1.1,2.76,8.32,1.73,,,,,,,,,,,,,,,,3.76,2.52,1.43,1.88,2.66,2.13,0.86,1.6,0.81,1.81,4.34,1.15,2.76,3.56,4.06,2.3,0.41,2.38,2.11,0.85,2.46,5.18,,,,,,1.84,4.29,3.95,,,,,,,,
June,,,,,,,,,,0.82,0.33,2.72,4.08,1.67,0.22,3.38,1.43,1.74,3.49,6.37,3.39,3.03,4.36,2.81,2.31,3.27,1.75,1.4,,,,,,,,,,,,,,,2.89,2.68,1.18,2.06,0.91,3.76,-999,3.7,-999,2.82,4.44,-999,2.58,1.12,1.77,2.19,0.8,0.91,2.34,0.59,-999,0.57,2.75,,,,,,0.73,3.68,0.8,,,,,,,,
July,,,,,,,,,,0.76,0.85,3.75,4.49,2.8,1.19,4.9,2.06,3.53,1.31,2.84,5.29,1.22,4.11,2.52,3,0.28,2.44,1.4,,,,,,,,,,,,,,,1.38,3.1,1.48,2.02,2.11,0.94,-999,2.38,-999,1.09,2.83,-999,4.45,5.21,1.49,1.43,3.44,2.33,4.6,0.76,-999,2.69,6.35,,,,,,4.06,2.63,4.82,,,,,,,,
August,,,,,,,,,,1.12,1.82,1.29,2,3.1,3.38,3.45,3.14,4.41,4.86,6.38,1.29,4.48,2.15,1.37,2.07,4.54,1.32,2.57,,,,,,,,,,,,,,,-999,3.92,4.26,4.31,2.52,5.01,3.54,1.52,3.65,1.38,6.33,1.45,3.43,3.43,2.6,5.77,1.44,2.1,1.12,2.09,2.72,3.91,3.47,,,,,,2.81,5.25,1.32,,,,,,,,
September,,,,,,,,,,6.11,1.18,3.94,2.04,1.61,4.86,3.23,4.19,3.07,2,3.31,2.76,1.82,2.36,5.29,1.4,3.68,2.41,2.93,,,,,,,,,,,,,,,-999,3.87,1.42,1.17,0.58,0.64,1.98,2.68,0.52,2.56,0.83,2.49,1.12,0.68,1.44,1.7,6.41,1.81,2.13,0.62,2.08,2.04,4.23,,,,,1.83,3.5,2.58,2.2,,,,,,,,
October,,,,,,,,,,1.91,5.14,4.25,5.88,2,3.05,5.93,3.8,3.52,5.43,1.41,5.48,3.45,5.25,3.63,2.25,5.5,5.08,3.6,,,,,,,,,,,,,,,2.07,6.7,0.92,2,4.77,6.92,1.91,3.63,5.82,2.74,3.41,6.85,2.43,3.84,6.15,3.39,1.3,2.64,4.11,1.33,1.49,5.87,4.02,,,,,3.61,4,0.86,4.98,,,,,,,,
November,,,,,,,,,,2.65,3.33,0.93,7.38,2.01,3.14,4.44,4.04,4.07,4.78,1.25,2.78,3.9,5.06,4.61,1.6,2.77,2.57,2.66,,,,,,,,,,,,,,,2.4,2.19,1.21,2.87,4,2.7,1.87,0.67,4.41,3.48,1.95,2.84,3.88,2.55,2.56,1.17,2.12,1.3,0.82,2.36,1.49,1.9,2.63,,,,,7.1,3.6,5.19,2.35,,,,,,,,
December,,,,,,,,,,4.3,2.22,1.74,5.18,0.88,3.51,1.75,6.41,2.47,2.72,1.56,4.19,3.39,3.74,1.22,2.71,1.2,4.58,2.76,,,,,,,,,,,,,,,1.56,2.42,2.56,0.49,2.29,3.17,2.33,3.74,7.41,6.25,3.56,1.09,7.34,6.24,1.74,1.23,3.84,3.69,2.63,2.14,4.31,2.8,3.52,,,,,7.8,4.03,0.94,1.6,,,,,,,,
Total,,,,,,,,,,,23.25,27.34,48.96,26.18,29.82,39.21,37.13,39.77,36.14,34.09,35.92,31.13,41.5,35.76,28.22,34.61,38.63,24.97,,,,,,,,,,,,,,,,38.77,24.89,23.46,27.34,32.39,28.22,26.53,36.11,26.22,34.17,36.92,35.27,37.76,31.3,27,29.35,27,33.27,17.66,29.9,34.14,40.72,,,,,,37.1,33.83,32.11,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is More Rectory.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August and September 1902 have a bracketed reading of 359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June and July 1908 have a bracketed reading of 5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June and July 1910 have a bracketed reading of 4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June and July 1913 have a bracketed reading of 1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June and July 1922 have a bracketed reading of 5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1932 Annual Total is in brackets with no explanation why, none of the monthly readings are in bracketed. Annual total left in the record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
