NORTHWICH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ669739,Long,-2.497662,Lat,53.26106,Elevation,76,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,,,,,2.56,1.67,2.88,1.19,1.67,2.68,1.34,0.92,1.66,2.94,3.13,1.39,1.46,1.76,1.8,0.99,4.13,0.59,0.98,1.18,2.4,0.68,2.64,2.26,1.15,3.33,1.26,1.81,1.45,2.18,3.12,3.14,2.89,,,,,,,,
February,,,,,,,,,,,0.62,0.18,1.7,2.4,3.57,0.24,1.03,2.32,1.63,0.92,2.88,1.3,1.24,1.49,2.73,1.05,2.14,1.08,1.58,0.74,1.15,1.97,0.78,1.17,1.11,2.36,2.86,1.1,2.26,0.75,2.48,0.26,2.71,,,,,,,,
March,,,,,,,,,,,1.71,1.57,0.92,0.39,1.57,2.59,4.62,1.86,0.5,1.19,0.94,1.46,1.52,3.18,0.95,2.59,2.36,0.95,2.32,2.19,0.44,1,4.14,3.31,2.44,1.3,1.38,1.61,1.57,5.05,3.02,1.16,1.61,,,,,,,,
April,,,,,,,,,,,1.09,2.04,1.18,0.67,1.47,2.04,1.58,2.27,1.17,2.36,1.14,1.4,1.41,1.47,1.5,1.93,1.1,0.98,1.68,1.57,2.62,1.66,0.25,2.75,0.56,0.89,1.77,1.3,0.83,1.53,4.27,0.98,2.23,,,,,,,,
May,,,,,,,,,,,1.88,2.84,2.74,2.04,2.36,0.71,0.71,2.16,3.6,1.79,1.31,0.52,3.3,2.7,1.51,0.57,2.05,2.42,2.43,0.99,2.6,0.59,1.73,2.06,1.48,1.48,1.72,3.58,2.39,0.85,3.49,0.79,0.64,,,,,,,,
June,,,,,,,,,,,2.23,3.03,3.4,1.92,2.93,2.46,2.5,2.65,1.59,1.74,3.62,1.6,1.55,1.54,0.81,1.83,1.37,4.55,1.84,3.96,1.85,2.3,3.06,1.88,1.92,1.2,1.97,2.1,1.72,1.48,3.61,0.21,1.44,,,,,,,,
July,,,,,,,,,,4.4,1.83,2.07,3.4,1.74,2.52,3.79,1.9,1.18,0.49,1.8,2.72,3.08,1.86,2.12,2.2,2.19,0.87,3.66,2.93,3.54,3.34,0.28,2.91,0.95,4.79,3.78,1.14,1.02,3.41,1.17,6.19,0.4,3.43,,,,,,,,
August,,,,,,,,,,5.44,3.21,3.83,3.38,2.48,4.8,3.25,2.76,3.27,4.53,1.9,5.06,2.02,3.45,3.94,3.95,3.28,2.78,3.13,1.89,3.33,5.64,2.34,5.87,1.73,2.18,3.62,2.04,5.58,2.73,3.28,1.83,3.9,2.99,,,,,,,,
September,,,,,,,,,,3.84,0.7,2.44,2.44,2.14,0.75,1.54,4.08,3.45,0.55,3.5,0.84,1.05,1.03,4.33,1.77,1.51,2.05,0.48,2.98,2.36,0.09,2.86,1.6,1.14,2,0.41,2.51,1.53,6.2,1.86,2.69,0.57,2.84,,,,,,,,
October,,,,,,,,,,2.1,1.98,3.46,4.38,2.26,2.68,3,4.23,1.52,2.97,2.88,3.2,2.41,3.24,4.94,1.26,2.49,3.72,3.39,1.59,4.09,2.21,2.68,2.94,2.14,1.09,1.34,3.2,5,1.46,2.31,1.15,2.13,0.19,,,,,,,,
November,,,,,,,,,,1.81,5.46,2.34,2.03,1.12,2,3.11,1.17,3.49,1.2,1.26,2.13,2.79,1.21,2.84,1.73,3.01,1.84,1.47,2.01,0.75,4.42,1.88,2.01,1.9,3.09,2.01,1.73,2.82,1.97,1.68,0.67,1.89,1.47,,,,,,,,
December,,,,,,,,,,2.14,0.38,4.27,1.89,3.1,2.81,2.28,2.19,3.04,1.92,1.95,3.5,3.07,1.54,1.09,1.98,0.34,3.42,1.82,1.9,5.44,2.37,4.21,2.76,1.63,4.1,4.31,1.75,0.97,4.39,4.52,1.97,2.57,3.95,,,,,,,,
Total,,,,,,,,,,,23.65,29.74,30.34,21.45,29.13,27.69,28.11,28.13,21.81,24.23,30.47,22.09,22.81,31.4,22.19,21.78,27.83,24.52,24.13,30.14,29.13,22.45,30.69,22.92,25.91,26.03,23.33,28.42,30.38,26.66,34.49,18,26.39,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location based on Railway Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
