SANDY THE LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL189478,Long,-0.264959,Lat,52.115746,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.74,1.9,1.34,2.16,1.64,3.42,1.19,2.1,0.33,0.71,1.41,1.62,1.73,1.55,2.61,1.6,0.77,1.23,1.81,1.73,0.67,1.47,1.57,2.41,1.02,2.29,0.79,2.04,2.9,0.63,0.51,2.26,1.7,0.87,2.66,0.93,1.21,0.67,1.38,0.97,3.64,2.06,0.96,2.34,1.02,1.5,2.42,3,1.62,1.62,1.86,1.32,2.31,1.19,2.19,1.73,2.95,1.29,2.16,1.41,1.14,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,0.88,1.06,1.07,0.8,2.02,1.91,1.29,2.82,1.77,2.13,1.52,3.05,0.89,1.95,0.24,0.69,1.04,0.97,0.84,0,1.33,2.38,1.53,0.21,0.42,2.45,0.82,1.52,3.6,0.8,1.2,0.78,2.31,0.83,1.47,0.83,0.96,0.39,1.97,0.89,1.17,0.69,1.2,1.69,3.48,0.74,0.61,1.8,0.2,0.33,1.2,2.48,0.73,1.99,3.28,2.74,1.18,0.59,0.52,1.9,0.25,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.62,1.28,0.59,0.41,2.36,1.91,0.61,0.72,1.3,1.26,1.46,0.65,0.83,1.03,1.47,1.48,2.51,1.51,2.25,1.29,0.85,0.31,0.97,1.62,2.86,2.53,1.4,0.83,0.5,2.43,1.01,2.38,1.11,2.14,1.65,0.87,2.56,2.68,0.7,1.57,1.62,1.93,3.09,1.76,4.73,1.25,0.54,2.65,1.47,0.41,1.33,2.54,0.99,1.05,0.34,1.92,0.89,0.17,1.5,0.1,1.53,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,1.8,0.68,1.52,1.36,2.23,3.03,1.82,1.71,1.79,0.88,3.19,2.53,1.01,2.12,1.5,0.71,1.71,2.76,0.95,1.01,1.19,0.15,1.24,1.05,0.89,1.89,1.35,1.93,0.95,2.23,0.57,1.17,0.77,1.71,0.55,2.36,2.78,1.42,2.22,0.98,0.08,1.81,0.45,0.75,0.97,1.29,2.99,2.25,2.83,0.84,2.88,2.24,2.43,1.75,3.87,1.75,1.35,1.49,1.74,3.11,2.32,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.16,2.1,1.1,1.6,0.4,2.13,3.71,2.78,0.93,0.78,1.15,1.71,0.83,1.84,4.75,1.89,0.76,4.8,1.98,2.81,1.24,0.81,1.98,0.76,0.45,1.17,2.73,2,1.18,1.18,2.2,3.66,1.45,1.33,1.24,3.98,1.24,1.15,1.96,0.87,1.66,1.64,0.98,1.41,1.99,1.79,1.83,0.38,1.16,0.77,1.31,1.21,5.58,2.37,2.4,0.73,1.5,1.76,2.53,2.49,4.66,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,2.86,1.67,1.34,5.43,1.2,1.26,1.48,4.45,2.42,1.9,3.21,4.71,1.42,1.75,0.54,0.96,1.85,2.1,2.03,2.37,3.26,0.89,2.12,0.59,2.02,1.89,1.85,1.09,2.44,1.23,2.84,4.4,0.55,3.37,3.62,1.65,1.03,4.64,0.86,2.93,2.86,0.72,2.09,0.86,1.85,3.37,0.48,0.96,1.86,0.73,1.11,0.53,1.91,0.12,1.92,2.58,2.02,0.9,0.34,1.67,0.6,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,4.58,1.84,1.51,4.56,1.33,3.03,0.26,3.08,5.27,1.79,2.43,3.04,4.08,0.37,2.63,0.35,3.69,3.52,2.48,4.37,2.23,4.56,2.49,4.18,1.06,0.46,1.29,1.32,1.56,1.45,1.67,4.28,2.26,0.77,0.55,2.14,2.61,2.91,1.59,0.4,3.26,1.29,2.62,4.61,2.53,3.6,2.38,2.45,2.92,0.09,3.88,3.45,3.35,2.35,2.68,2.34,2.54,1.35,2.95,3.66,2.38,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,1.95,2.29,1.63,1.67,1.63,3.78,4.17,4.31,1.67,5.19,1.72,1.11,1.28,2.05,1.18,1.22,2.34,2,1.29,3.92,2.28,3.09,2.96,3.22,2.66,2.85,2.68,0.74,2.63,1.5,2.56,2.67,1.8,2.81,0.93,2.15,2.2,1.81,2.51,1.09,6.1,0.77,1.92,3.24,2.27,4.1,0.62,2.08,0.8,0.72,2.4,2.76,2.24,3.43,0.96,4.52,2.22,0.63,1.92,4.37,2.92,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,1.05,2.22,2.28,2.43,4.65,1.82,0.84,2.92,5.1,2.34,2.33,3.75,1.5,3.63,1.25,1.85,1.84,2.56,0.41,0.91,2.72,0.77,1.29,0.83,4.23,2.07,0.24,2.02,0.46,1.14,1.05,2.07,1.43,1.6,0.86,0.58,1.06,1.91,1.03,1.06,1.57,2.59,1.03,1.37,0.85,1.8,5.11,1.6,1.75,1.3,2.35,2.78,2.33,2.68,1.75,4.11,0.58,0.17,2.75,2.23,2.07,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,2.86,2.54,1.98,3.68,0.89,1.35,2.26,0.62,4.98,2.21,4.88,1.56,1.26,4.37,2.7,1.29,0.76,4.23,1.79,5.85,3.85,3.85,2.45,2.02,3.33,1.17,2.44,2.64,1.9,1.57,1.62,5.06,1.06,1.19,3.29,3.46,1.56,3.71,2.35,1.77,1.96,2.3,2.52,1.06,2.18,3.02,1.34,0.58,1,0.73,0.61,3.95,3.83,3.27,1.99,1.22,2.49,3.22,0.8,0.49,3.27,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,3.37,1.86,1.76,4,3.33,3.25,3.61,0.74,2.16,1.88,2.96,2.6,1.17,3.25,2.68,1.82,2.85,0.92,2.07,2.13,1.47,1.78,5.14,3.36,1.11,0.85,1.98,2.23,1.66,1.24,1.32,1.85,1.26,1.71,4.16,2.01,0.83,0.56,2.9,2.38,1.57,1.7,2.24,2.22,2.39,1.05,2.12,1.31,0.89,1.62,1.16,1.01,2.38,1.58,2.95,2.26,1.82,4.89,3.71,2.47,1.45,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,2.76,0.54,1.65,0.99,4.3,1.8,1.25,0.53,2.35,3.4,2.75,1.03,1.6,0.76,3.25,1.03,1.16,1.06,0.68,3.05,1.41,1.08,1.33,1.79,2.76,2.01,2.18,1.46,2.14,2.56,1.09,1.18,1.6,0.79,1.86,2.88,1.51,2.69,3.93,3.39,2.33,0.8,4.98,3.6,2.47,0.44,1.58,3.04,1.34,0.86,1.91,2.22,2.78,1.68,0.44,2.65,2.41,3.46,2.1,0.8,0.51,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,28.63,19.98,17.77,29.09,25.98,28.69,22.49,26.78,30.07,24.47,29.01,27.36,17.6,24.67,24.8,14.89,21.28,27.66,18.58,29.44,22.5,21.14,25.07,22.04,22.81,21.63,19.75,19.82,21.92,17.96,17.64,31.76,17.3,19.12,22.84,23.84,19.55,24.54,23.4,18.3,27.82,18.3,24.08,24.91,26.73,23.95,22.02,22.1,17.84,10.02,22,26.49,30.86,23.46,24.77,28.55,21.95,19.92,23.02,24.7,23.1,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1870 Total removed - (data from neighbouring gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1916 Nov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
