DONCASTER MAGDALENS-MARKET PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE576035,Long,-1.132622,Lat,53.525017,Elevation,46,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,0.61,0.48,1.72,2.63,2.7,2.9,1.1,1.27,2.68,1.69,0.71,1.88,1.5,2.93,1.7,1.15,0.24,0.68,2.45,2.85,3.44,1.15,3.33,2.44,0.47,1.59,2.14,1.14,1.18,1.38,1.34,3.53,0.4,2.59,0.46,2.26,3.02,1.09,0.79,1.93,1.78,0.48,2.68,0.72,,
February,,,,,1.61,2.77,1.92,1.26,1.4,1.55,1.17,1.55,2.08,1.01,1.1,1.42,1.8,2.12,0.81,2.61,1.8,2.95,1.87,2.24,1.37,1.95,0.38,0.4,1.17,1.56,0.9,0.06,1.91,2.59,2.9,0.15,0.84,2.86,0.72,1.28,4.17,1.04,1.35,1.28,3.45,0.71,2.08,1.06,,
March,,,,,2.55,0.9,2.39,3.05,0.9,2.59,2.09,0.89,1.57,2.04,0.96,0.5,2.82,2.02,0.48,0.55,2.34,3.1,1.11,1.27,2.03,1.08,2.59,1.24,2.69,3.32,1.45,1.41,0.95,0.21,0.67,2.16,1.99,2.82,1.11,0.99,0.73,1.83,1.26,2.41,1.57,2.31,1.36,1.23,,
April,,,,,1.69,1.34,0.85,3.75,1.64,1.64,0.33,3.33,3.36,0.78,1.47,0.38,1.47,3.22,1.52,2.5,1.33,0.86,3.2,2.35,1.27,1.63,1.74,0.57,1.22,3.37,0.6,1.62,1.17,0.34,2.49,1.88,0.76,1.44,2.53,1.89,0.83,1.28,2.08,1.2,1.04,1.82,0.73,1.95,,
May,,,,,1.96,2.31,1.4,2.61,0.93,5.39,0.64,1.54,1.77,1.73,1.35,0.99,0.58,2.52,3,2.5,2.22,0.84,1.76,1.72,0.85,1.26,5.97,1.7,0.56,4.27,2.52,2.92,2.75,2.05,1.49,0.97,0.58,0.63,1.61,2.44,1.19,0.67,2.54,2.93,1.88,0.46,1.19,3.55,,
June,,,,,1.38,1.61,3.35,2.44,0.44,0.9,1.83,4.11,5.1,1.07,1.02,3.93,2.29,2.29,2.79,3.65,2.55,1.72,3.69,2.83,0.7,2.39,0.63,0.21,1.91,0.34,1.81,2.71,3.24,1.33,2.7,2.27,2.91,2.32,0.98,1.86,2.09,1.25,1.81,1.81,0.65,2.37,2.05,3.17,,
July,,,,,0.78,2.06,4.46,5.58,0.33,0.23,0.62,3.55,5.37,2.24,2.16,5.05,1.82,2.43,1.48,4.13,4.77,1.95,3.33,3.21,2.45,0.7,2.53,1.95,6.28,1.77,2.97,2.05,2.02,4.69,3.5,4.28,1.25,0.65,2.23,1.55,1.66,2.06,1.94,2.32,2.48,1.19,0.39,2.49,,
August,,,,,1.55,4.21,2.85,4.69,2.61,1.14,0.67,1.21,3.07,2.31,1.58,2.77,1.55,4.92,5.46,3.19,1.62,4.89,1.78,0.88,1.22,1.68,1.25,1.98,2.22,3.56,2.31,3.24,2.05,1.97,2.09,1.66,1.83,2.92,3.47,0.86,3.64,1.28,4.09,2.87,3.12,2.25,1.37,1.97,,
September,,,,,1.91,0.1,4.37,1.92,3.06,3.29,1.09,5.54,2.99,1.71,1.59,2.16,3.61,3.74,2.49,1.64,5.46,1.74,1.09,5.35,0.89,1.57,1.18,1.67,1.16,1.34,1.48,1.55,1.55,1.15,0.58,1.02,3.49,1.74,0.58,1.94,0.82,1.04,0.84,2.66,1.22,1.19,1.07,0.52,,
October,,,,,2.68,4.4,3.23,2.08,2.41,1.48,5.68,1.68,4.07,1.59,1.79,4.89,2.23,1.95,1.99,0.84,5.84,2.02,4.68,3.36,0.89,4.66,3.58,1.79,0.66,3.39,0.96,3.09,4.7,1.42,3.4,2.77,3.31,0.93,2.49,2.87,2.82,1.8,1.92,5.78,0.43,1.21,4.95,4.84,,
