HOLME-NEXT-SEA-HOLME-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF701434,Long,0.531052,Lat,52.960991,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1452/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,3.7,1.21,2.05,2.67,4.01,2.35,2.81,1.66,1.64,4.05,1.07,0.68,2.9,2.51,1.25,1.37,2.16,2.91,2.08,1.95,3.55,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,0.91,2.01,2.04,0.85,0.52,1.88,2.05,2.28,,0.83,0.64,3.03,2.25,0.81,1.26,2.58,2.35,1.1,2.61,3.28,0.19,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.89,1.35,2.58,0.96,0.41,0.58,1.02,0.86,4.24,0.63,0.94,0.62,3.45,2.17,1.06,2.38,2.18,0.93,1.64,1.29,1.28,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.28,0.82,0.78,0.59,0.96,1.85,1.99,0.84,2.22,0.82,1.79,1.69,3.12,1.55,2.55,0.31,1.49,1.17,0.32,1.3,1.42,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,0.61,1.2,1.69,2.85,2.44,1.89,1.74,1.42,0.16,3.47,2.53,2.07,3.37,2.18,1.15,2.13,2.78,0.72,1.49,3.01,0.81,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.71,0.36,0.59,1.35,1.53,2.14,1.93,2.4,1.89,1.57,1.05,1.62,1,1.56,2.89,2.32,2.58,2.95,1.43,2.21,1.07,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,2.26,2.47,4.27,2.75,1.63,3.34,1.54,4.9,1.93,1.72,1.53,4.07,1.19,0.6,1.68,2.84,0.45,2.56,1.85,4.95,1.92,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,1.82,1.1,2.93,2.02,1.35,1.68,1.97,3.65,0.11,3.2,1.43,2.39,3.57,1.66,2.28,4.22,0.89,3.88,3.92,1.98,1.69,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,1.34,0.92,0.59,1.9,1.81,4.05,1.55,3.47,1.28,1.59,1.37,2.61,3.04,2.98,1.34,2.71,1,1.81,3.57,2.25,0.22,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.9,2.72,1.97,3.13,2.87,1.31,3.04,1.75,3.31,0.42,2.26,2.6,1.18,1.19,2.05,2.57,3.62,1.78,1.58,1.59,1.63,1.4,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
