LONG-MELFORD-WESTGATE-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL862466,Long,0.716278,Lat,52.086425,Elevation,141,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1339/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.29,2.24,3.93,3.77,2.6,5.02,1.54,1.74,2.85,3.8,1.47,1.81,1.33,1.6,3.29,0.92,1.2,1.93,2.27,1,1.34,2.19,3.03,1.39,2.15,1.93,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.34,2.3,2.69,2.59,0.57,0.87,1.5,2,1.15,0.88,1.14,1.45,1.79,1.39,1.17,0.98,2.77,3.58,0.69,1.03,1.91,1.89,0.65,1.82,3,0.12,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,1.79,0.52,0.48,3.18,0.41,1.95,2.83,3.25,1.9,0.91,0.58,1.03,1.07,4.02,0.81,0.72,0.45,3.08,2.76,0.46,2.37,1.44,0.55,1.65,0.69,1.47,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,1.83,2.41,1.33,2.71,0.39,2.32,1.41,1.34,0.86,1.15,1.46,0.98,0.73,1.61,1.29,1.75,1.33,2.91,1.05,2.41,0.34,0.28,0.7,0.14,0.93,2.17,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,0.77,1.93,1.33,2.65,1.54,1.14,1.82,1.9,2,0.92,1.11,2.73,1.38,0.63,2.1,2.15,1.43,2.55,1.04,1.53,1.69,2.04,0.6,1.08,2.03,0.35,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,1.37,2.92,2.77,1.64,1.37,1.43,0.44,0.72,0.43,2.04,1.6,2.39,2.6,3.07,1.84,0.88,1.08,1.25,1.6,3.19,2.44,2.58,1.99,1.31,4.88,2.56,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.66,0.83,3.23,1.52,1.86,2.96,3.68,2.04,3.26,1.4,2.17,1.59,5.94,2.28,1.24,0.96,2.29,2.01,0.71,2.38,3.03,0.19,2.56,2.86,2.82,2.86,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.9,1.01,0.79,1.36,1.79,2.77,0.78,3.89,2.01,1.13,1.78,2.2,4.05,0.12,3.58,1.29,2.14,2.26,3.12,1.58,3.42,1.69,5.11,2.54,3.46,0.71,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.35,2.85,2.54,1.08,1.79,0.84,0.63,0.28,2.34,1.68,3.71,2.92,3,1.29,1.32,0.55,3.04,3.48,3.47,1.72,1.15,1.89,1.5,3.24,3.1,0.03,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,1.54,1.77,2.03,1.25,2.35,5.45,1.9,1.88,4.27,1.57,3.48,2.33,2.71,0.12,1.52,4.39,0.48,0.75,2.23,2.41,2.13,4.24,2.28,1.86,1.96,1.99,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,1.24,3.59,3.26,1.47,2.11,3.92,6.1,2.13,2.71,2.03,3.54,0.51,3.03,1.23,1.76,1.95,3.46,3.6,3.56,1.41,3.69,0.68,0.78,2.44,1.32,2.03,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,3.88,2.58,1.64,2.68,2.76,1.11,1.69,1.31,2.43,1.54,1.08,2.85,2.48,2.86,1.46,1.4,1.37,1.56,2.52,0.76,2.3,1.64,1.66,1.91,2.91,3.56,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
