"WATTISHAM",,,,,,,,,,,,
Grid ref,TM026514,Long,0.958167,Lat,52.123768,,,,,,,
Station no,1347/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.15,,
February,,,,,,,,,,1.19,,
March,,,,,,,,,,1.57,,
April,,,,,,,,,,0.61,,
May,,,,,,,,,0.26,0.35,,
June,,,,,,,,,1.57,2.40,,
July,,,,,,,,,1.84,3.02,,
August,,,,,,,,,0.85,2.83,,
September,,,,,,,,,0.03,3.19,,
October,,,,,,,,,1.78,5.46,,
November,,,,,,,,,1.93,2.98,,
December,,,,,,,,,3.42,2.74,,
Total,,,,,,,,,,28.49,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.68,28.49,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
