FRANT-HENLEY-HOUSE (Gardens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ597342,Long,0.27876,Lat,51.084892,Elevation,440,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.92,4.81,0.86,3.49,1.91,1.41,3.69,6.34,4.27,3.65,3.94,1.48,2.66,3.62,3.83,2.61,5.2,1.33,4.65,2.28,3.31,2.19,3.45,1.03,5.27,7.1,4.24,6.37,2.5,3.85,2.9,6.32,2.46,2.5,3.21,2.98,6.21,1.7,1.59,4.19,3.19,1.29,1.79,4.67,5.75,3.45,4.09,2.9,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.62,3.05,1.04,4.74,4.88,5.28,0.89,1.2,2.38,0.77,0.74,3.07,4.6,1.16,4.42,2.58,5.47,1.67,0.78,1.74,2.68,0.53,2.4,0.22,4.93,2.57,5.88,0.9,1.36,2.92,3.63,0.83,2.04,1.19,2.17,4.69,2.69,2.17,1.95,6.34,7.85,1.05,1.49,2.67,2.44,1.11,5.52,2.85,0.07,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.8,5.46,2.92,6.59,0.71,4.78,1.72,0.99,4.68,1.85,2.04,2.58,2.38,2.09,0.97,0.46,4.55,2.37,0.03,1.77,0.47,1.84,3.16,3.9,0.56,1.37,5.58,0.58,1.93,3.67,3.26,3.06,0.37,0.07,2.16,1.97,7.2,1.44,1.06,1.74,3.62,3.67,0.17,3.79,1.57,0.99,1.44,2.07,2.09,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,2.23,0.09,3.91,1.84,1.65,1.57,2.4,3.5,3.7,2.99,1.35,3.34,2.91,3.36,2.75,5.2,1.91,2.93,1.16,2.05,4.11,2.5,0.87,2.94,3.68,2.43,2.74,0.77,2.9,1.88,1.96,1.38,1.74,1.65,1.01,2.41,2.55,1.47,1.73,2.93,2.57,2.29,2.72,0.45,0.28,1.32,0.32,1.59,3.05,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.24,1.18,1.59,1.2,5.15,2.55,2.3,1.59,0.4,1.21,1.63,1.24,3.86,4.7,2.87,1.79,0.77,1.73,2.04,2.85,2.53,2.66,2.22,0.72,2,0.35,2.6,3.01,1.83,1.37,2.53,3.83,2.92,0.85,2.26,2.5,1.93,2.7,1.62,1.62,1.65,1.17,1.49,2.7,4.84,0.65,1.73,2.14,0.96,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.14,3.03,0.74,0.78,1.02,4.18,2.57,0.98,0.89,1.4,0.06,1.42,0.57,3.53,0.23,3.38,5.03,3.35,1.22,1.26,1.39,1.16,1.16,1.55,2.4,2.86,2.64,0.9,1.49,0.28,2.37,0.15,1.93,1.28,1.52,3.48,3.03,3.2,0.95,1.52,1.88,1.27,1.97,3.79,2.82,3.12,1.56,4.38,0.96,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.38,1.65,2.97,1.56,3.94,1.35,3.65,5.26,2.45,4.95,0.81,3.72,2.82,4.92,4.38,2.14,2.6,1.89,1.78,3.16,2.52,2.92,2.35,1.24,1.02,4.08,1.02,1.89,4.2,3.09,3.45,2.28,2.15,2.75,3.33,1.95,1.84,1.52,0.36,2.57,1.86,0.8,3.66,3.45,4.99,4.43,3.78,2.46,2.21,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,0.89,6.78,2.6,0.86,1.38,2.44,6.61,1.46,3.63,1.53,2.58,3.14,2.08,3.01,2.25,1.78,4.9,2.42,3.16,4.27,3.64,0.51,1.25,2.34,4.96,1.8,1.9,2.84,2.3,0.12,4.45,2.64,1.18,2.85,2.61,7.18,0.2,4.22,1.67,3.31,6.39,2.85,1.88,3.31,1.16,4.22,3.46,4.95,1.09,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.65,3.64,1.99,1.08,2.47,1.42,1.84,6.65,1.24,2.86,1,2.49,2.25,3.99,2.56,0.74,5.14,0.65,0.53,4.19,2.45,2.81,3.74,1.86,6.28,3.79,1.96,3.28,0.72,1.54,0.69,2.67,1.43,3.03,1.6,3.95,1.15,2.28,3.3,3.6,3.55,3.97,4.62,3.09,2.74,3.96,4.33,4.24,0.13,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,6.6,4.43,5.58,2.7,2.62,5.32,4.96,2.71,0.76,1.88,1.88,1.86,7.18,4.69,4.94,2.94,2.92,7.39,4.51,2.02,0.59,8.07,2.61,2.55,5.24,2.55,4.02,4.97,8.69,5.47,1.85,3.06,3.65,5.86,3.78,1.11,0.58,2.35,8.39,0.59,1.57,3.76,3.44,3.19,5.27,1.91,1.87,4.11,3.07,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
