GREAT-BARDFIELD-SOUTH-LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL671314,Long,0.4306,Lat,51.9562,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.69,2.23,2,3.07,1.27,2.67,1.54,2.37,1.3,3.32,1.78,1.75,1.86,0.99,1.57,1.33,2.07,3.67,3.78,3.06,4.95,1.52,1.79,,,,,1.65,2.08,3.18,1.13,1.26,1.73,1.98,0.89,1.07,2.27,3.43,1.24,1.9,2.18,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,2.77,0.65,0.48,1.91,3,1.02,2.62,2.31,3.52,1.26,0.49,0.58,2.29,0.36,1.38,0.15,2.36,1.99,2.67,0.69,0.65,1.62,1.85,,,,,2.08,1.91,1.16,1.17,3.18,3.89,0.57,1.26,1.87,1.59,0.72,2.15,3.09,0.14,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,2.55,1.46,0.79,1.91,1.79,0.64,1.08,0.14,2.14,2.16,0.13,2.08,0.16,1.27,2.1,2.25,0.35,0.8,2.78,0.4,1.55,3.2,3.1,,,,,1.17,4.61,1.02,0.84,0.5,2.71,2.89,0.22,2.24,1.19,0.69,1.17,0.81,2.15,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,3.23,3.77,1.55,2.68,1.37,2.75,2.12,3.07,1.98,1.13,1.67,2.03,2.79,2.08,1.35,1.41,2.87,1.39,3.06,0.17,2.77,1.49,1.16,,,,,0.94,1.87,1.95,1.54,1.28,2.78,1.23,2.28,0.22,0.25,1.12,0.17,1.11,2.27,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,0.42,1.26,1.35,1.19,1.26,4.46,2.55,1.32,1.01,1.64,1.38,2.36,2.74,4.18,1.36,0.41,1.56,1.65,2.25,1.63,1.1,1.25,1.54,,,,,1.97,0.51,2.01,1.91,1.62,2.5,0.63,1.66,2.29,3.29,0.61,0.56,2.33,0.54,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.54,1.01,0.32,1.31,0.73,2.59,0.5,3.47,2.88,2.38,0.49,0.66,1.36,0.61,2.73,1.55,2.32,2.41,1.83,0.41,1.73,0.35,0.57,,,,,2.98,2.95,1.88,0.67,1.6,1.2,0.94,2.67,2.31,1.92,1.96,1.74,5.45,0.4,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,3.19,3.76,0.54,3.77,1.98,3.29,3.66,3.24,2.61,2.02,1.73,3.13,3.59,2.13,1.96,1.18,0.63,3.4,1.57,1.48,2,3.5,1.89,,,,,4.48,3.06,1.08,1.57,3.03,0.85,0.67,2.95,2.34,0.66,2.98,2.88,3.54,1.69,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.98,1.39,1.49,1.97,1.97,1.78,3.22,1.46,2.98,1.98,1.52,2.52,3.61,1.34,0.73,2,1.32,0.57,0.62,1.05,3.26,0.09,4.19,,,,,3.06,0.34,4.35,1.75,1.68,3.06,3.54,1.64,3.19,0.99,4.02,2.63,4.08,0.6,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,0.93,2.46,2.14,2.58,1.97,3.22,2.7,0.88,4.66,0.71,0.76,4.03,1.72,1.47,2.53,1.73,3.24,2.18,0.98,2.85,1.66,0.74,0.35,,,,,2.37,1.49,1.25,0.65,2.92,3.16,2.87,2,1.71,1.99,2.13,2.54,3.15,0.03,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,0.69,0.79,1.48,0.73,4.21,3.69,2.97,2.51,1.94,3.06,3.18,1.23,0.63,4.96,1.97,1.25,2.47,1.82,1.38,2.49,5.16,1.94,1.69,,,,,0.94,0.12,1.79,4.78,0.22,0.86,2.42,2.98,2.05,3.58,1.99,2.13,2.12,2.03,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
