BREWOOD-SLADE-HEATH-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ917071,Long,-2.1241514,Lat,52.661554,Elevation,340,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,2.53,2.82,1.97,3.03,1.73,2.82,1.82,2.65,2.16,4.44,1.65,4.81,1.74,2.1,1.74,2.3,0.9,3.21,3.08,2.83,5.53,3,3.8,3.26,4.88,2.67,2.3,1.8,2.38,4.78,1.53,0.69,2.59,2.67,0.89,1.23,2.11,3.19,1.55,1.46,2.82,5.4
February,,,,,,,,,,1.95,1.27,0.23,2.4,4.83,0.51,3.07,1.92,1.79,2.48,0.41,0.59,2.44,0.23,3.41,0.3,2.33,2.25,3.76,0.68,1.04,2.23,2.54,1.08,1.14,2.1,1.98,2.77,1.85,1.34,0.78,4.31,2.91,0.49,1.62,2.04,1.96,0.51,2.13,3.61,0.33,2.13
March,,,,,,,,,,3.79,1.94,1.27,1.77,1.27,0.93,1.09,0.82,2.58,1.77,0.18,3.18,0.1,1.74,2.54,2.37,0.61,1.41,2.77,0.51,1.33,1.94,2.86,1.68,0.86,0.53,1.03,0.75,5.35,1.05,2.02,0.82,4.9,1.87,1.06,1.61,2.31,0.92,1.83,1.13,2.16,1.81
April,,,,,,,,,,1.73,4.24,1.21,1.87,2.36,2.72,1.53,1.57,1.57,1.31,0.57,2.04,4.05,3.01,0.68,1.72,3.13,1.9,2.3,0.2,1.73,3.79,1.53,1,0.93,1.8,1.5,1.4,1.93,2.09,2.5,2.18,2.39,1.91,2.78,0.54,1.43,1.37,0.26,0.65,3.25,1.3
May,,,,,,,,,,0.93,2.54,1.48,1.33,2.39,3.92,3.15,2.77,2.04,0.41,1.79,2.33,4.06,5.69,1.71,0.89,0.74,0.7,2.35,1.64,1.92,2.79,3.34,3.54,2.97,0.76,3.63,2.29,2.59,1.9,2.24,1.33,3.11,3.37,2.84,2.62,3.28,0.63,1.3,1.72,1.05,1.58
June,,,,,,,,,,1.67,3.15,0.48,0.6,0.38,2.84,0.24,1.11,4.52,3.09,1.47,1.2,4.43,0.56,3.16,0.88,3.11,3.81,0.86,2.1,1.35,0.77,0.93,1.26,1.84,2.02,2.58,2.66,1.43,3.66,0.33,1.18,1.44,2.39,2.63,2.68,2.37,2,1.89,3.93,1.23,2.5
July,,,,,,,,,,3.14,3.55,0.58,4.44,5.48,3.11,3.14,1.92,4.35,0.98,2.68,5.66,3.31,3.66,2,0.74,0.48,5.45,3.08,3.09,5,3.61,3.1,1.97,1.34,3.14,2.06,2.2,4.63,1.91,1.79,1.83,1.28,1.47,2.24,2.9,0.62,2.17,2.9,5.46,1.85,3.97
August,,,,,,,,,,2.3,1.03,3.8,4.09,2.21,3.81,2.52,1.85,4.45,2.72,2.19,2.98,5.55,2.44,0.94,2.15,2.23,0.55,2.42,4.19,2.86,0.28,3.95,1.48,2,2.14,1.99,5.72,1.23,6.42,1.3,3.06,4.39,2.7,2.5,4.39,0.97,4.62,2.91,2.91,2.2,3.7
September,,,,,,,,,,1.98,2.14,1.1,2.08,2.48,3.14,3.95,0.95,3.85,0.69,0.62,3.11,2.53,2.22,0.77,1.92,3.26,3.47,2.75,1.84,0.95,0.8,0.58,1.28,3.22,3.02,1.19,3.43,1.17,2.31,0.91,4.03,3.31,1.6,2.04,2.08,2.19,2.56,3.76,3.44,0.28,5.54
October,,,,,,,,,,3.37,2.76,2.03,0.56,3.52,3.31,3.55,2.13,1.8,4,3.85,2.72,1.02,4.87,4.92,1.93,3.97,1.91,2.17,2.35,4.18,3.42,2.4,2.8,1.71,3.06,3.56,0.74,0.56,2.28,4.74,1.06,0.94,3.63,1.77,3.61,1.58,1.82,1.4,2.36,2.35,5.49
November,,,,,,,,,,1.85,0.77,1.61,1.01,2.06,1.55,1.65,4.94,3.69,3.67,5.98,3.21,3.18,1.86,0.8,2.02,5.31,2.61,1.41,3.15,4.34,6.68,3.27,1,2,3.82,0.32,4.65,2.28,1.77,2.94,4.54,6.19,2.21,1.58,5.01,2.41,0.94,1.62,1.85,3.61,3.78
December,,,,,,,,,,3.53,2.36,1.86,3.25,3.36,2.64,2.31,0.54,1.89,1.86,4.69,2.84,0.83,0.84,0.44,4.32,2.87,2.48,2.54,3.22,1.86,2.07,1.48,2.93,1.04,1.4,2.15,2.69,1.96,4.43,1.56,1.87,2.33,3.65,1.28,2.41,1.45,2.39,1.27,2.75,3.78,3.32
Total,,,,,,,,,,28.77,28.57,17.62,26.43,32.07,31.3,28.02,23.17,34.69,27.42,26.08,34.67,33.24,29.22,23.11,21.54,28.94,29.75,29.49,25.8,32.09,31.38,29.78,23.28,23.93,26.46,24.29,31.1,27.36,33.94,22.64,26.9,35.78,27.96,23.23,31.12,22.68,23.12,22.82,31.27,24.91,40.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is Slade Heath Pumping Station. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
